CDU/CSU,SPD,AfD,B90,FDP,LINKE,Sonstige,BSW
226,146,233,173,48,47,80,47
274,135,216,172,42,42,67,52
236,145,235,167,47,47,72,51
239,127,214,175,61,51,89,44
255,144,211,164,47,62,84,33
245,126,237,177,43,44,79,49
258,117,237,172,49,45,79,43
248,143,191,179,66,42,84,47
257,153,206,159,48,49,74,54
242,149,216,164,50,44,74,61
274,127,203,172,53,46,87,38
248,142,216,166,55,43,81,49
276,148,207,170,48,32,75,44
250,140,225,181,43,46,64,51
269,114,205,164,46,42,88,72
258,149,228,157,48,35,69,56
263,142,217,145,58,48,79,48
256,139,206,159,57,46,85,52
277,128,217,170,32,49,82,45
237,159,187,179,45,56,77,60
239,141,225,175,53,38,76,53
244,139,216,151,69,57,71,53
246,172,200,172,44,41,72,53
265,152,200,174,45,42,68,54
249,142,222,176,54,40,79,38
271,134,213,182,47,34,74,45
254,127,227,172,47,49,73,51
260,121,213,166,51,53,77,59
271,162,205,154,50,51,63,44
261,135,216,188,51,43,73,33
240,157,221,128,64,49,87,54
248,151,208,172,51,36,84,50
264,128,220,160,50,51,73,54
255,153,232,143,41,59,67,50
237,138,221,186,41,41,88,48
265,133,213,151,51,51,89,47
256,145,219,166,42,46,78,48
248,126,216,181,65,36,74,54
290,128,193,178,56,41,61,53
261,140,223,157,44,42,74,59
265,137,221,153,33,53,74,64
241,145,232,155,41,43,94,49
255,147,234,163,50,45,68,38
267,134,230,160,52,42,77,38
262,138,213,171,44,52,77,43
249,169,217,158,41,42,76,48
261,124,221,187,56,40,66,45
263,138,220,143,55,53,72,56
253,145,213,167,54,49,78,41
241,139,225,159,50,41,87,58
261,121,221,153,61,44,77,62
254,128,204,174,47,46,90,57
272,152,206,161,39,50,78,42
263,135,216,171,53,39,77,46
285,148,192,154,55,42,75,49
246,124,240,178,47,38,78,49
253,138,202,163,48,52,82,62
243,138,234,162,48,52,70,53
244,124,229,174,41,47,92,49
257,144,214,159,56,40,82,48
260,138,219,173,35,44,83,48
269,138,210,160,57,51,69,46
273,127,228,144,49,46,69,64
258,155,222,146,55,44,90,30
258,128,228,146,59,45,74,62
228,129,237,178,45,58,77,48
230,148,200,195,61,43,74,49
285,149,200,162,53,38,71,42
262,151,230,138,53,51,79,36
261,164,201,158,52,34,81,49
271,131,209,171,50,41,84,43
262,145,198,157,62,44,75,57
270,153,209,151,50,50,69,48
264,129,217,173,49,36,79,53
271,134,221,162,34,60,71,47
241,140,212,183,49,37,79,59
273,135,219,172,47,45,56,53
270,118,222,166,46,34,80,64
270,143,213,169,36,38,79,52
244,156,228,169,43,45,65,50
253,129,225,175,44,47,71,56
271,133,220,146,43,52,84,51
246,135,210,176,58,49,71,55
249,142,225,158,49,50,80,47
224,127,240,189,48,50,85,37
267,134,227,158,54,37,77,46
275,150,220,160,35,44,78,38
253,132,212,179,54,49,82,39
261,141,220,150,48,50,83,47
224,132,221,193,45,57,70,58
255,136,232,165,46,42,66,58
268,131,206,184,38,40,79,54
251,141,230,184,57,40,53,44
270,132,230,166,43,39,68,52
274,143,202,169,46,47,63,56
247,139,235,159,49,51,69,51
249,158,208,169,41,37,83,55
251,150,200,182,45,41,85,46
249,153,234,149,58,50,69,38
257,142,215,166,36,46,92,46
250,139,237,172,41,36,76,49
278,148,202,147,62,32,78,53
275,125,206,159,52,54,69,60
261,151,236,157,46,41,61,47
259,129,225,158,53,40,83,53
238,142,224,174,37,43,87,55
241,140,222,162,58,41,81,55
251,139,229,149,47,46,75,64
231,145,215,178,52,45,87,47
265,136,206,159,56,46,71,61
261,149,188,186,53,43,73,47
274,152,203,167,46,45,65,48
281,132,215,166,45,46,64,51
269,134,218,151,39,52,74,63
256,156,213,166,50,32,75,52
264,130,216,170,54,52,68,46
218,152,216,165,64,55,80,50
250,137,218,160,49,54,77,55
268,161,208,152,43,54,75,39
238,150,220,170,48,37,84,53
229,144,217,170,48,56,93,43
275,141,228,171,49,33,54,49
247,124,216,166,59,49,84,55
250,147,230,158,53,46,67,49
234,160,209,182,52,59,63,41
260,151,205,167,36,70,72,39
282,127,219,156,49,42,69,56
260,133,217,168,53,46,80,43
268,153,214,167,47,41,70,40
270,118,214,192,42,57,71,36
264,131,201,179,51,39,91,44
250,118,219,177,47,44,82,63
231,138,226,181,44,35,92,53
258,138,226,149,53,49,76,51
285,117,203,187,43,49,76,40
251,135,220,174,47,43,76,54
256,137,234,157,56,33,83,44
254,131,225,184,57,39,68,42
263,118,251,152,47,43,76,50
242,128,227,198,43,53,65,44
267,132,216,164,51,54,67,49
254,139,234,158,50,45,76,44
282,140,218,144,36,44,81,55
253,141,199,178,50,43,74,62
266,162,196,161,57,37,72,49
252,124,229,173,51,46,70,55
247,156,214,166,46,41,79,51
271,128,202,166,55,48,66,64
266,141,213,174,50,51,61,44
246,135,211,181,52,47,82,46
250,137,222,179,44,50,74,44
244,140,226,176,53,44,69,48
260,133,227,171,50,37,78,44
234,140,251,174,43,46,71,41
267,135,240,166,43,43,70,36
255,133,218,183,55,43,67,46
256,144,216,165,60,44,69,46
249,131,225,162,47,50,85,51
274,131,193,174,43,41,96,48
258,145,219,188,39,36,71,44
258,142,223,160,38,43,88,48
282,122,228,177,42,46,64,39
251,157,196,169,59,50,75,43
304,133,201,152,52,47,68,43
245,152,211,177,55,38,80,42
258,153,228,163,37,48,72,41
256,132,223,166,54,36,89,44
245,155,219,192,41,41,76,31
246,141,240,168,45,43,70,47
235,141,236,165,36,55,89,43
268,134,192,179,45,56,84,42
261,138,226,146,34,52,90,53
270,140,220,169,34,46,69,52
256,149,230,166,48,34,72,45
264,142,211,180,41,47,60,55
234,152,221,177,46,55,76,39
255,147,214,161,42,37,83,61
268,139,206,169,50,42,82,44
264,141,221,165,56,40,68,45
265,133,207,174,46,48,78,49
228,133,206,184,65,46,84,54
264,150,210,159,37,38,80,62
252,127,237,153,53,35,80,63
265,145,218,146,59,37,76,54
275,120,219,173,54,48,65,46
261,144,188,162,55,49,88,53
272,122,206,169,52,44,89,46
267,124,209,175,52,50,80,43
240,121,251,172,52,42,72,50
250,155,210,170,46,50,77,42
264,126,214,164,61,43,65,63
253,142,192,177,46,47,82,61
243,148,222,169,44,38,89,47
262,135,232,174,45,40,66,46
265,127,215,173,47,48,74,51
259,135,209,181,52,43,78,43
240,143,206,183,51,48,68,61
264,139,219,160,42,44,81,51
261,123,230,193,40,30,76,47
246,130,232,182,42,36,74,58
250,140,221,163,59,35,79,53
254,138,231,157,50,48,64,58
227,151,208,180,51,52,77,54
258,141,215,176,42,41,72,55
239,140,238,152,58,43,88,42
256,142,219,183,40,57,67,36
273,116,237,148,49,44,78,55
249,162,191,170,41,45,96,46
268,133,216,157,50,49,78,49
270,145,226,163,35,42,73,46
252,120,227,176,53,37,88,47
250,135,223,175,47,42,77,51
256,136,236,175,40,36,63,58
271,132,214,171,47,46,68,51
253,135,207,184,57,35,79,50
253,128,229,178,36,51,78,47
265,133,220,162,54,42,73,51
264,134,217,164,45,39,75,62
239,138,237,165,56,43,72,50
259,141,219,174,49,42,80,36
251,130,217,179,44,49,84,46
265,136,220,153,57,43,76,50
284,119,221,153,42,32,104,45
237,139,238,174,43,52,65,52
255,137,208,178,49,54,73,46
266,139,211,184,46,48,61,45
253,127,213,181,53,43,69,61
270,131,202,173,56,44,75,49
255,129,228,182,43,38,70,55
268,125,233,168,52,35,79,40
245,137,225,177,45,40,80,51
255,130,213,165,48,44,89,56
264,152,194,171,49,43,75,52
252,134,224,175,56,45,80,34
250,115,229,163,43,56,92,52
239,154,232,166,44,40,74,51
246,148,215,154,48,55,82,52
267,133,224,142,48,52,88,46
278,123,231,168,37,40,68,55
258,146,198,169,44,49,90,46
235,143,221,173,53,49,79,47
262,150,190,190,40,36,72,60
253,127,218,171,53,46,82,50
261,128,242,161,47,42,72,47
244,160,233,164,50,33,66,50
252,146,216,167,46,62,74,37
247,151,209,170,60,48,67,48
243,128,250,159,50,41,80,49
253,165,220,153,36,42,74,57
265,145,205,162,54,32,83,54
248,145,215,173,46,43,82,48
244,142,206,185,55,44,70,54
246,159,230,164,37,37,79,48
251,129,228,170,49,45,76,52
249,134,219,156,48,35,103,56
272,148,208,161,61,39,60,51
259,125,238,165,43,56,67,47
263,123,225,152,46,46,93,52
260,145,217,156,38,52,83,49
251,122,208,180,50,54,88,47
273,136,224,166,40,35,81,45
258,140,219,155,50,47,76,55
250,121,229,179,46,45,84,46
238,153,238,153,48,43,69,58
261,135,206,163,44,53,90,48
248,135,237,154,51,43,72,60
267,123,227,157,39,41,99,47
249,133,223,159,61,54,74,47
277,135,209,166,53,39,93,28
243,152,211,169,46,49,84,46
262,134,197,179,45,57,75,51
273,137,227,156,46,35,85,41
264,146,198,159,55,52,71,55
260,138,234,135,51,42,95,45
252,117,227,170,53,50,72,59
266,149,220,157,43,40,86,39
281,134,220,152,51,42,73,47
233,136,240,189,44,41,74,43
244,148,231,174,52,32,72,47
254,138,205,171,62,42,71,57
247,129,224,185,47,53,76,39
235,151,235,176,49,45,63,46
277,135,218,159,48,41,70,52
245,137,247,151,43,52,72,53
262,123,265,158,44,32,71,45
207,145,254,182,40,44,83,45
252,129,212,173,60,34,88,52
255,147,208,159,51,45,86,49
253,137,249,157,50,42,77,35
254,148,222,147,51,45,76,57
271,149,193,167,46,37,86,51
264,131,216,166,41,56,86,40
255,134,216,160,57,63,72,43
277,133,226,151,57,41,70,45
234,155,218,180,49,35,80,49
251,126,205,187,56,50,77,48
247,134,234,171,50,49,74,41
245,129,241,156,64,40,77,48
274,147,212,168,42,47,65,45
247,156,211,167,44,46,83,46
251,139,233,151,43,45,89,49
231,155,218,168,51,49,80,48
263,131,206,170,48,48,79,55
269,120,213,179,43,49,71,56
266,126,232,178,44,39,73,42
241,161,225,154,40,47,79,53
243,142,202,178,46,49,83,57
232,144,243,150,44,52,93,42
254,141,212,163,53,53,81,43
264,148,214,172,45,37,78,42
240,131,190,192,62,47,83,55
242,128,252,194,46,44,57,37
270,128,222,166,59,32,76,47
242,168,199,182,54,39,72,44
260,136,219,190,37,45,60,53
266,143,223,156,46,44,75,47
248,139,230,163,50,39,79,52
274,133,229,162,46,42,61,53
237,147,223,166,58,45,75,49
271,130,209,171,55,45,75,44
252,144,214,174,44,46,83,43
251,148,214,179,35,38,84,51
243,144,239,154,51,54,62,53
252,142,206,172,56,42,76,54
266,142,219,155,47,47,77,47
265,139,209,155,71,38,83,40
252,131,193,191,56,43,72,62
234,128,225,175,50,44,83,61
259,139,204,171,52,45,79,51
261,135,217,171,49,46,66,55
252,135,228,176,50,41,84,34
273,148,221,140,50,47,77,44
278,120,232,170,45,38,71,46
242,160,208,164,56,40,82,48
270,139,209,163,52,49,72,46
264,144,191,182,49,48,71,51
250,133,209,166,52,48,96,46
247,122,232,169,52,53,77,48
258,132,213,158,55,47,87,50
248,129,227,186,52,42,62,54
238,145,212,172,57,47,76,53
245,128,222,190,47,39,80,49
274,151,194,165,53,36,72,55
250,134,208,172,48,46,83,59
263,149,223,171,46,36,69,43
263,151,218,165,44,41,78,40
246,153,226,157,57,44,73,44
248,132,232,159,54,37,89,49
236,135,220,199,44,33,90,43
255,154,204,173,59,40,62,53
247,146,226,160,49,47,71,54
274,155,209,159,45,40,81,37
266,141,222,164,50,58,62,37
244,156,205,180,45,44,80,46
249,132,212,176,47,45,93,46
256,135,231,148,58,43,77,52
269,143,216,162,40,46,73,51
235,119,217,208,42,35,89,55
271,125,220,165,54,49,71,45
254,144,214,168,52,42,87,39
270,131,210,164,53,48,77,47
255,129,211,167,45,47,92,54
247,142,232,154,48,44,73,60
248,131,226,156,65,40,83,51
230,128,243,158,52,44,94,51
263,134,214,180,54,47,67,41
248,135,222,159,56,44,71,65
249,142,224,161,47,35,89,53
264,155,205,165,51,37,75,48
237,153,219,166,53,41,77,54
259,140,226,169,41,48,70,47
254,150,210,180,46,47,72,41
258,138,202,176,45,48,85,48
252,133,215,180,41,40,77,62
280,111,231,149,60,38,77,54
268,130,221,168,49,40,77,47
264,133,212,173,43,47,64,64
260,142,212,154,51,48,85,48
234,133,257,175,31,43,76,51
293,146,198,153,43,54,67,46
240,134,220,175,54,44,69,64
262,145,198,180,49,42,78,46
256,149,200,186,46,51,72,40
276,127,200,170,50,48,79,50
235,123,221,176,49,61,88,47
264,138,231,160,45,37,73,52
261,132,208,171,61,36,87,44
258,149,209,178,40,44,77,45
234,138,228,188,45,50,73,44
254,123,212,174,44,48,89,56
260,137,206,160,53,47,83,54
270,140,210,150,41,53,77,59
266,140,203,165,50,43,85,48
257,136,207,177,53,53,70,47
271,109,216,183,43,50,71,57
234,145,232,151,64,47,84,43
254,137,217,160,48,40,93,51
245,121,211,181,52,49,84,57
249,132,226,153,62,42,89,47
244,147,217,189,43,42,67,51
245,128,231,168,58,49,77,44
250,138,210,191,33,51,81,46
264,130,215,168,52,50,79,42
283,122,222,163,55,37,76,42
260,143,227,170,45,44,67,44
253,151,207,177,59,42,68,43
252,151,217,163,49,54,67,47
244,136,239,161,55,43,82,40
257,142,201,163,59,48,74,56
269,113,230,179,42,40,70,57
219,151,216,164,61,49,82,58
258,129,216,158,50,44,90,55
263,134,208,171,53,40,86,45
273,154,237,143,32,42,61,58
251,137,227,166,44,53,79,43
254,156,214,164,37,54,67,54
246,123,227,178,50,54,80,42
270,126,209,170,55,45,83,42
252,151,218,161,47,34,89,48
256,141,229,153,58,43,81,39
261,144,217,157,44,41,79,57
243,132,221,180,51,40,88,45
251,111,238,166,55,45,80,54
264,128,217,167,46,39,89,50
234,129,213,185,52,52,80,55
248,133,234,164,61,49,74,37
231,144,222,173,49,39,87,55
273,130,210,187,51,34,63,52
266,128,218,171,51,46,80,40
235,158,248,149,40,44,78,48
241,153,230,159,47,46,68,56
250,135,220,180,47,56,73,39
263,123,233,179,47,42,69,44
268,119,209,171,51,47,72,63
262,125,231,173,52,33,71,53
234,158,231,180,43,43,71,40
256,132,212,182,40,54,77,47
262,140,220,179,33,43,76,47
241,127,218,175,56,43,81,59
262,136,218,172,46,48,66,52
269,127,222,163,57,37,70,55
243,140,224,154,55,50,90,44
224,138,225,185,43,51,80,54
236,146,225,160,47,46,89,51
259,133,219,177,47,49,78,38
243,124,222,180,51,47,81,52
257,136,204,176,49,34,93,51
279,121,216,173,35,40,85,51
243,154,200,174,46,50,78,55
238,124,237,195,44,39,83,40
266,127,221,174,47,46,79,40
262,131,205,187,40,43,81,51
240,145,225,168,44,44,78,56
231,149,238,168,51,46,64,53
263,132,216,183,44,34,84,44
254,129,239,169,51,41,69,48
269,134,227,169,51,39,73,38
262,129,210,186,43,40,87,43
249,138,235,155,51,30,86,56
272,122,216,169,48,39,82,52
262,132,237,180,45,43,62,39
258,136,224,176,44,30,73,59
242,160,209,162,53,40,83,51
245,133,234,158,54,47,80,49
249,136,217,153,57,41,84,63
241,146,202,183,54,58,72,44
262,151,204,177,46,45,73,42
279,160,206,144,44,42,73,52
281,147,217,152,44,36,81,42
269,141,208,163,42,58,69,50
251,127,194,182,62,45,99,40
238,157,237,154,49,34,77,54
272,149,206,181,40,40,68,44
262,137,224,170,47,37,70,53
268,133,210,175,48,58,59,49
262,127,215,161,51,45,85,54
253,139,229,182,37,41,75,44
265,138,250,145,39,37,79,47
273,138,202,172,56,41,67,51
237,143,240,163,44,49,66,58
218,156,230,173,46,53,86,38
247,152,212,183,46,38,71,51
268,139,218,159,53,44,61,58
251,125,234,148,57,56,81,48
276,135,215,184,44,32,61,53
265,138,239,159,39,44,75,41
248,135,234,174,45,49,66,49
253,143,222,165,54,36,81,46
254,136,235,161,54,45,72,43
252,144,238,142,43,41,83,57
236,144,208,161,49,63,78,61
267,141,210,171,42,49,73,47
264,133,199,184,48,47,75,50
265,145,204,172,37,46,78,53
234,129,246,165,51,54,73,48
249,134,203,181,47,68,66,52
257,133,223,163,48,49,85,42
284,132,209,164,49,57,66,39
269,144,210,154,58,38,75,52
263,131,243,152,53,42,67,49
256,136,206,174,54,38,82,54
260,157,199,178,44,39,83,40
254,148,231,151,48,43,86,39
241,136,224,155,65,47,73,59
248,140,209,168,49,50,84,52
254,151,238,161,41,41,66,48
243,145,209,171,44,42,89,57
268,144,217,158,39,52,75,47
245,138,225,176,46,34,82,54
251,145,216,164,48,44,79,53
265,140,212,162,46,43,76,56
252,147,238,150,46,52,79,36
259,142,214,187,47,46,65,40
273,140,205,165,49,52,76,40
247,132,233,168,38,50,76,56
265,140,206,160,46,47,82,54
261,143,211,146,60,37,86,56
260,133,212,181,42,45,83,44
219,154,230,179,48,37,80,53
268,146,226,153,48,47,77,35
255,133,212,163,66,39,82,50
249,137,217,167,54,48,74,54
257,141,224,168,47,43,69,51
253,125,235,174,42,54,60,57
249,132,232,164,45,51,74,53
243,146,238,162,49,46,81,35
250,135,209,174,42,55,81,54
264,137,226,160,56,39,68,50
263,132,213,156,58,55,73,50
238,149,234,161,49,43,79,47
289,123,219,144,50,46,83,46
275,136,215,157,50,45,79,43
270,119,209,174,48,53,76,51
246,145,204,159,48,50,100,48
242,149,215,176,49,47,78,44
256,133,230,172,46,49,78,36
250,125,216,186,41,38,74,70
241,167,191,168,51,46,77,59
295,136,227,153,38,44,61,46
229,142,213,189,63,45,80,39
254,128,230,172,55,38,72,51
285,137,222,160,39,38,68,51
273,136,204,169,56,41,73,48
247,144,231,168,46,42,82,40
269,144,219,151,51,42,67,57
252,147,212,170,47,50,76,46
251,135,200,168,58,46,86,56
248,130,207,176,45,43,96,55
246,143,241,162,42,43,76,47
236,146,206,171,58,51,80,52
246,136,223,166,43,51,80,55
261,138,231,165,40,45,66,54
248,145,197,171,59,50,76,54
248,138,221,174,42,45,78,54
237,151,224,175,55,29,76,53
291,147,207,153,63,36,59,44
242,128,229,153,55,43,94,56
247,138,213,177,59,42,88,36
221,149,235,183,42,45,73,52
261,155,232,176,42,41,53,40
261,131,200,187,40,58,64,59
274,136,197,169,43,41,83,57
241,157,197,179,46,49,77,54
259,136,244,156,50,39,80,36
274,127,198,166,57,53,76,49
257,142,219,165,40,43,82,52
258,150,212,179,39,49,71,42
273,127,217,172,48,56,65,42
260,132,241,166,57,36,74,34
253,148,232,162,50,46,65,44
242,133,201,174,47,57,93,53
256,123,240,170,44,35,80,52
268,140,215,155,45,62,77,38
244,145,214,186,44,51,80,36
261,138,205,163,44,60,73,56
247,143,218,166,50,44,79,53
228,133,222,181,47,47,81,61
