CDU/CSU,SPD,AfD,B90,FDP,LINKE,Sonstige,BSW
468,252,718,217,61,73,133,75
485,257,729,249,60,53,101,64
455,265,788,201,80,54,93,62
437,268,707,302,62,62,93,67
415,294,740,256,65,70,96,62
393,280,729,251,60,83,110,91
413,231,688,249,94,141,107,75
461,249,752,237,75,79,86,60
430,286,754,231,80,68,84,65
468,245,751,240,52,53,97,92
426,260,782,231,59,80,99,62
429,248,754,287,76,66,87,50
411,280,733,252,70,50,128,73
415,255,755,272,64,58,110,69
473,264,749,223,60,44,108,78
416,247,760,265,55,65,111,78
424,354,674,243,86,62,105,49
475,247,761,227,63,65,108,51
461,267,685,278,69,64,103,71
416,261,783,215,69,61,115,78
434,253,753,273,63,60,97,65
474,263,724,190,68,91,116,72
396,211,825,248,74,76,108,59
411,299,753,260,74,54,83,63
394,266,776,231,68,83,100,80
427,271,712,289,63,41,124,71
459,247,776,239,57,68,105,47
450,256,745,263,79,57,81,69
475,276,700,230,93,63,106,54
440,266,707,258,71,67,114,75
447,232,810,231,74,60,87,57
447,264,773,220,80,50,91,73
461,225,744,256,62,60,126,64
428,278,751,247,50,43,117,84
460,267,718,222,126,66,95,44
452,239,786,250,63,57,99,51
458,237,779,224,58,76,104,62
485,251,663,304,67,70,77,80
397,279,778,245,73,52,101,73
438,266,789,237,60,67,78,63
428,269,768,207,64,72,131,59
434,270,742,247,51,63,126,65
458,255,719,282,60,56,109,60
461,319,673,229,76,83,77,81
464,283,722,231,88,49,86,74
461,264,744,239,64,71,80,76
449,263,766,242,70,51,94,63
451,259,723,240,80,59,106,81
398,296,759,247,78,70,90,60
391,276,748,213,80,72,149,69
493,237,708,240,65,78,95,83
457,273,773,212,63,74,90,56
481,213,683,294,83,59,111,75
420,272,744,231,91,84,82,74
458,263,745,252,51,76,93,59
440,244,749,275,64,58,102,66
459,259,748,236,75,68,103,50
424,263,743,274,81,52,96,65
447,265,795,202,64,59,110,56
418,306,733,243,60,51,105,83
411,251,771,224,76,62,139,65
446,236,738,242,79,68,96,93
464,281,730,242,65,63,88,66
478,229,763,238,51,42,118,79
461,258,753,224,69,47,103,83
423,259,725,233,91,77,111,80
464,261,750,225,77,52,109,60
450,253,697,284,74,61,106,73
481,256,704,206,85,50,120,98
462,236,688,287,81,80,93,70
466,265,770,250,52,49,79,67
430,297,708,255,66,70,92,79
468,255,754,240,61,67,86,69
462,290,735,240,71,44,99,58
454,250,751,264,60,69,87,63
437,248,742,277,54,65,123,52
511,271,668,245,56,92,91,64
410,304,724,238,75,85,95,68
424,304,714,258,51,57,107,82
571,231,646,237,80,53,100,80
456,301,676,242,52,130,90,50
411,262,767,263,83,47,100,64
416,271,769,245,65,56,97,79
494,230,708,247,83,52,118,66
444,291,729,212,56,94,96,76
439,254,747,279,75,58,94,51
448,263,680,252,51,106,122,76
408,267,724,277,83,60,118,61
451,241,731,242,81,59,97,96
449,252,769,259,44,69,82,72
429,246,762,235,71,78,98,78
426,257,728,254,76,67,129,61
447,273,759,198,76,65,113,67
437,284,737,212,96,50,100,83
452,273,735,252,63,36,109,79
454,222,752,230,59,109,100,71
416,253,768,246,64,48,122,81
467,247,734,246,64,55,97,88
452,252,766,221,81,45,91,90
499,265,658,257,60,85,109,64
498,247,617,236,76,142,113,69
449,264,705,229,77,109,107,58
433,261,730,258,70,69,111,66
505,286,628,233,86,69,124,67
438,224,767,239,74,67,105,84
455,250,764,236,88,66,73,66
393,240,734,248,121,74,118,71
474,245,748,265,73,62,66,65
440,304,724,228,78,54,75,95
439,236,751,248,78,67,106,74
470,276,602,219,140,81,135,75
418,298,793,227,76,58,89,40
414,283,663,342,58,44,117,78
417,325,731,251,67,48,98,60
430,244,766,276,71,55,80,76
449,243,707,320,50,70,97,63
430,272,764,231,64,51,94,91
472,275,755,227,57,71,81,60
421,300,774,214,74,45,91,78
474,241,717,262,55,64,109,77
495,289,686,241,68,60,107,52
442,262,747,245,49,81,112,60
433,279,719,250,64,52,123,79
468,266,719,225,76,68,102,73
466,241,725,228,78,76,113,71
506,270,640,277,55,47,123,82
496,271,688,243,65,80,96,59
434,262,699,219,67,127,102,88
453,239,709,315,62,46,99,75
425,265,782,244,70,63,95,54
439,299,703,221,105,28,129,74
436,246,782,244,86,54,97,52
438,250,772,242,72,62,97,66
433,250,691,292,93,51,119,68
432,232,772,260,67,59,95,82
458,248,756,214,76,75,94,77
462,294,756,215,66,53,82,69
444,237,739,262,71,63,118,65
440,256,743,278,49,71,99,62
407,231,735,279,72,97,107,70
402,249,697,254,149,61,99,87
442,220,812,274,63,34,92,62
424,257,714,274,72,63,111,84
449,240,777,229,72,70,108,53
478,251,633,227,122,111,91,85
413,256,715,249,80,77,135,73
427,282,784,209,78,58,91,68
418,290,705,251,123,55,82,74
438,238,668,299,75,91,111,78
465,229,747,231,94,75,101,56
473,260,721,230,69,80,97,69
427,309,732,236,74,60,97,62
450,274,710,249,94,58,101,63
466,225,731,261,75,87,94,58
465,295,616,262,66,90,100,104
460,264,691,262,59,67,115,79
426,244,752,267,101,51,91,64
467,253,727,252,57,61,110,70
412,288,755,252,81,49,92,69
416,259,732,287,61,56,123,65
412,261,767,256,68,46,108,80
457,249,754,233,72,67,83,83
415,260,755,239,78,82,104,66
435,259,745,271,50,68,106,64
440,280,707,247,57,56,136,76
459,276,764,198,65,76,94,68
427,295,706,268,76,52,107,67
482,275,639,233,60,151,97,61
398,291,774,220,79,60,116,61
443,250,766,264,69,75,76,55
459,261,634,267,81,135,96,66
442,304,753,256,57,50,96,40
458,260,747,222,73,76,100,62
443,258,787,236,73,56,82,62
414,269,703,303,65,88,98,59
511,303,639,219,63,76,109,77
451,258,759,260,67,47,79,77
449,251,726,250,78,87,92,65
480,249,739,222,60,63,118,67
496,247,703,274,78,59,81,59
436,244,732,263,97,52,110,64
426,242,719,293,70,69,111,68
465,285,708,237,66,76,97,64
472,267,711,245,54,72,129,48
439,285,720,225,80,82,101,68
459,269,720,211,66,105,107,61
478,267,742,215,69,45,121,60
460,243,731,261,61,66,99,76
453,272,711,237,76,67,115,67
440,233,767,271,62,41,107,76
480,269,723,226,63,48,104,84
406,281,766,250,61,63,104,67
401,313,737,267,68,45,104,63
455,283,708,217,52,75,129,79
449,279,752,222,79,53,102,62
416,273,739,258,71,77,110,54
415,275,765,249,54,56,119,66
450,251,758,235,90,52,102,61
419,294,776,243,46,58,96,67
462,245,741,234,77,54,121,64
440,266,710,240,64,83,103,91
433,259,750,224,73,74,112,74
463,265,750,207,66,87,104,56
452,262,743,228,79,65,108,62
417,232,727,256,61,125,112,67
466,230,760,273,54,59,90,66
447,262,705,227,84,59,119,94
423,228,671,278,79,132,106,82
408,304,725,267,77,58,93,66
420,229,739,213,98,63,159,77
468,246,752,240,87,49,88,66
410,234,720,251,87,73,135,87
430,257,758,283,74,50,79,68
412,252,762,253,84,73,90,73
433,274,767,230,64,67,91,72
426,264,783,248,47,62,97,70
457,254,745,254,65,56,100,67
470,248,756,248,63,46,101,67
360,267,761,275,91,52,107,85
455,285,729,256,52,64,88,68
402,267,728,285,87,55,96,78
439,252,773,242,82,65,89,56
467,255,769,230,64,51,80,83
428,263,788,250,51,44,103,70
460,265,727,264,57,59,90,75
425,300,705,277,62,60,109,61
448,252,788,227,58,56,99,71
456,277,751,236,60,70,93,55
397,295,771,220,68,67,99,80
415,261,734,271,75,76,96,71
409,277,731,257,78,48,120,77
421,274,757,237,77,54,117,60
394,255,774,263,56,68,106,82
435,277,733,246,96,60,86,65
467,234,789,241,67,43,70,87
452,270,748,233,70,62,107,56
421,225,762,266,74,64,122,64
431,255,729,248,78,88,99,70
401,260,785,229,86,67,106,63
522,246,716,223,48,73,109,60
483,213,770,226,87,53,108,57
418,267,763,243,59,49,134,65
414,227,725,248,113,70,124,76
488,246,676,263,51,82,117,76
430,282,743,238,58,59,105,83
460,251,758,229,59,100,77,64
388,285,800,219,66,64,102,74
448,250,754,266,60,58,108,55
385,264,762,258,75,78,103,74
442,292,769,239,47,59,87,62
511,245,783,217,48,49,79,66
473,229,714,239,89,62,123,69
458,269,768,226,73,50,89,66
449,269,726,269,58,72,109,48
414,282,765,253,63,58,87,75
458,248,749,234,76,58,101,73
484,244,605,224,74,199,99,69
427,237,787,226,65,59,110,88
408,314,761,235,70,65,84,61
474,256,755,222,63,53,99,76
414,250,738,267,95,63,99,72
427,253,723,298,73,70,90,64
444,276,769,211,79,46,100,73
435,291,728,232,76,60,104,73
422,258,760,273,70,63,91,62
422,253,747,246,93,71,97,69
427,239,750,238,97,53,112,81
474,270,689,278,75,62,104,47
432,284,653,234,44,181,98,72
447,198,790,244,74,79,103,62
450,252,793,214,63,64,101,62
432,262,775,222,86,50,107,64
462,248,750,239,69,73,94,63
430,259,749,254,80,52,113,62
452,252,728,253,74,74,102,63
431,252,782,239,72,46,99,77
412,274,740,247,91,68,104,62
507,216,724,242,92,52,113,52
435,249,744,251,83,72,102,62
422,218,823,240,60,53,99,84
420,257,759,254,56,84,91,76
429,235,776,265,66,63,86,79
441,249,787,225,65,47,104,80
456,258,677,240,57,141,87,82
467,236,754,232,75,62,109,64
410,243,700,288,68,128,104,56
432,286,788,188,95,66,74,69
473,273,750,213,68,51,97,73
439,264,698,255,95,63,130,53
508,277,700,195,83,59,116,59
417,250,723,247,82,88,137,53
470,282,673,287,87,48,104,46
423,255,763,244,57,72,105,79
435,276,695,280,110,49,95,58
462,237,762,244,50,54,120,69
397,252,767,236,84,52,135,74
431,254,794,233,55,61,106,64
358,264,754,278,70,73,123,77
430,273,774,235,64,56,96,69
490,229,711,257,88,54,111,58
465,244,720,234,61,76,126,71
442,239,687,257,70,117,115,71
450,279,746,234,64,41,104,80
436,242,750,251,57,75,121,67
443,267,743,237,63,69,106,70
452,236,811,202,71,74,90,62
442,270,704,278,58,77,99,72
474,212,794,224,53,66,119,56
438,260,745,248,58,80,102,67
411,266,772,278,64,54,91,60
463,227,779,217,57,47,125,83
431,246,775,265,72,46,91,72
432,273,768,250,76,55,93,52
473,241,767,208,55,61,113,78
470,245,728,227,80,89,118,42
483,238,727,237,75,57,104,77
449,264,695,294,74,56,92,73
402,242,784,262,92,57,94,65
449,283,720,235,79,56,95,80
405,310,722,227,76,73,106,79
397,276,774,231,87,59,93,81
412,278,789,226,65,43,121,64
471,257,760,223,55,82,92,58
405,295,751,246,67,65,110,61
476,255,703,245,62,70,128,60
464,260,751,233,81,70,85,53
493,244,728,255,80,49,102,47
435,275,767,230,72,54,107,59
454,276,757,241,62,70,89,50
425,278,752,269,83,49,81,61
440,278,711,272,75,59,106,58
462,223,780,254,71,60,93,55
499,253,733,214,64,66,106,62
432,259,768,248,57,47,113,75
448,235,711,276,65,110,100,54
434,233,768,244,76,71,99,72
456,256,728,272,63,59,115,49
480,252,718,258,59,52,89,90
471,239,763,227,81,45,100,72
487,236,717,230,85,55,114,74
466,278,748,235,67,56,78,71
539,284,616,238,75,59,120,68
464,290,733,235,52,52,87,85
438,295,770,212,68,69,86,60
475,232,754,238,78,52,99,70
466,237,740,249,77,64,94,71
445,220,782,247,63,65,111,65
437,265,743,229,65,77,109,72
443,293,748,241,57,68,110,39
441,271,754,223,57,55,130,66
439,275,760,240,65,76,79,64
465,249,676,218,90,124,117,60
462,243,761,224,74,73,98,62
431,275,788,224,57,50,90,83
442,285,730,264,75,53,71,78
423,274,772,245,65,68,78,73
460,272,741,220,69,57,85,94
481,254,722,246,75,71,94,55
489,259,717,245,85,59,73,72
432,253,775,228,80,52,127,51
454,297,730,226,71,53,100,68
437,255,770,232,83,48,100,71
457,271,717,258,62,49,92,91
413,262,742,255,92,56,94,85
437,238,768,268,73,54,102,59
456,264,593,375,64,53,121,71
549,230,687,224,66,75,107,61
476,246,739,253,55,81,81,66
437,245,698,245,117,92,101,63
475,268,766,218,77,60,83,52
467,270,758,226,65,52,104,55
461,262,707,263,103,49,75,79
417,259,798,218,57,61,98,88
452,255,740,214,88,58,116,75
485,277,709,208,58,89,119,54
420,273,779,227,62,77,105,55
468,251,760,240,61,48,103,67
442,255,754,226,75,62,119,64
481,251,696,260,67,64,106,73
435,304,725,244,94,39,113,44
423,238,773,256,84,59,114,52
446,239,762,233,63,66,109,80
488,250,711,231,84,68,82,84
465,250,742,219,64,105,93,62
464,304,702,232,76,55,92,73
433,284,765,204,81,51,103,77
473,263,748,236,46,59,109,64
468,244,736,228,86,57,106,73
407,261,765,246,65,61,107,86
415,230,783,250,63,89,97,72
440,313,681,234,91,80,95,64
434,239,734,266,77,68,102,79
423,271,761,242,70,55,100,76
429,292,720,250,79,49,119,59
396,293,754,198,68,112,119,58
435,273,698,263,97,67,106,59
481,250,762,194,65,74,102,69
464,280,734,208,61,65,113,74
421,278,769,230,68,60,100,71
409,288,726,273,73,59,87,84
427,219,774,279,54,77,96,73
406,282,719,227,75,91,112,86
422,269,657,274,63,120,114,79
416,282,636,246,67,109,161,82
461,204,731,274,72,63,114,80
417,241,749,279,54,60,122,76
462,249,762,234,80,60,94,57
416,309,745,261,53,52,91,71
429,242,790,241,69,62,93,72
456,279,734,232,48,44,126,79
456,282,711,240,56,54,121,80
454,242,741,237,58,70,111,84
457,241,722,221,95,91,93,78
419,272,702,249,100,75,116,66
475,239,685,244,77,82,143,53
480,279,707,242,62,62,99,67
449,263,689,289,60,55,110,82
454,278,746,250,77,49,80,64
457,242,771,240,55,64,111,58
400,260,746,270,80,62,123,58
459,243,739,256,87,54,96,65
455,279,716,260,60,59,106,62
476,262,745,215,77,43,113,66
400,260,763,261,99,66,78,71
436,251,758,241,70,71,99,73
501,251,728,243,97,51,75,53
449,247,707,279,117,49,97,53
426,241,769,257,62,90,98,55
435,271,734,239,75,72,115,58
508,231,733,224,93,41,109,60
454,247,702,228,93,90,117,67
435,260,783,225,69,63,97,66
469,236,703,281,103,37,97,73
461,258,751,210,78,62,95,83
454,353,673,238,79,54,87,61
456,249,789,220,68,68,92,58
443,253,746,237,51,72,126,71
496,236,732,236,65,77,87,68
465,277,687,249,94,40,114,72
429,295,739,230,71,55,116,62
426,256,730,270,61,63,103,89
414,306,726,260,67,55,109,61
424,287,717,228,79,42,146,74
346,254,787,251,85,82,123,71
435,272,769,234,63,53,102,69
487,253,747,222,60,59,92,79
454,260,748,238,59,48,128,62
431,299,646,247,119,67,114,74
465,229,761,248,69,71,99,57
423,246,741,262,84,59,120,63
474,266,723,263,46,55,110,61
412,302,700,245,100,52,132,54
453,293,720,224,55,74,88,92
444,264,744,229,73,65,101,78
446,271,756,224,71,61,104,66
462,236,731,237,98,85,91,57
513,224,759,230,62,49,100,61
411,272,744,264,84,51,108,65
413,246,737,276,64,73,117,72
434,276,710,205,95,80,115,81
436,240,763,243,67,58,115,76
426,286,732,246,75,53,124,56
418,262,791,236,67,76,77,70
401,277,782,209,77,72,103,76
449,309,728,242,51,62,93,64
432,304,641,288,96,73,110,55
423,263,752,282,68,60,90,61
461,256,769,258,60,41,84,69
446,256,773,238,66,51,101,68
451,248,675,252,41,135,127,68
434,290,779,226,63,48,97,61
500,256,736,242,65,53,99,47
425,245,763,246,58,78,114,68
460,240,715,259,68,55,122,79
485,249,732,233,69,67,101,62
440,274,714,237,80,53,128,71
418,271,743,282,83,53,96,50
416,249,792,250,55,55,106,76
487,287,674,231,78,71,119,51
450,244,743,250,63,62,98,87
452,288,781,193,59,74,85,67
489,260,740,219,87,49,84,69
387,266,713,243,131,80,114,65
446,301,699,237,69,82,78,85
421,264,747,248,67,51,127,73
459,253,722,232,77,69,115,70
424,271,796,244,54,51,98,61
442,242,689,241,84,143,78,79
483,240,704,262,53,46,122,88
438,311,749,209,58,69,95,69
429,274,756,242,88,68,87,54
451,280,754,251,53,60,87,63
472,230,755,214,72,47,105,103
426,310,712,252,56,87,85,72
409,256,726,284,81,64,99,78
464,242,753,225,65,65,105,78
482,278,720,248,71,41,88,69
415,286,710,276,87,65,109,51
456,247,737,258,58,51,94,96
487,270,678,217,73,73,107,92
395,262,738,258,75,94,118,58
438,254,748,243,79,66,115,55
419,258,767,252,60,66,121,55
452,232,791,225,56,63,114,65
463,243,738,250,79,61,98,65
477,233,738,264,63,63,101,60
470,293,732,217,49,60,109,67
431,265,765,260,46,34,125,74
430,252,775,257,62,55,93,74
448,245,735,266,86,58,87,72
460,267,728,231,56,97,101,57
454,239,779,243,57,69,85,73
472,263,716,264,80,48,87,67
483,226,732,265,51,54,123,65
404,272,760,254,73,61,82,92
512,215,684,239,102,103,83,60
449,254,774,244,60,50,100,66
410,246,781,254,77,46,114,68
442,287,757,240,43,46,123,62
461,241,772,244,53,70,107,50
450,246,728,250,70,82,100,73
462,229,752,249,72,49,99,84
472,268,760,210,62,56,111,59
468,251,735,247,81,82,76,59
454,272,726,240,76,63,101,65
460,240,789,240,57,55,92,64
403,314,761,227,57,64,102,70
455,253,708,264,77,69,96,76
493,324,656,255,61,58,90,60
438,241,787,240,64,84,87,58
446,299,712,252,61,69,101,59
429,279,763,232,65,55,112,63
400,293,773,246,55,74,97,60
403,278,745,263,69,89,85,67
444,240,759,243,68,53,112,79
452,248,800,225,68,54,91,60
421,276,743,232,68,56,131,70
422,266,742,241,78,64,113,71
432,267,680,241,91,131,86,68
460,256,791,222,54,69,86,59
448,265,747,242,63,75,97,60
456,260,768,218,87,65,73,72
470,203,733,261,51,106,98,76
469,256,730,265,67,65,84,63
410,279,745,236,83,70,103,72
468,249,709,255,96,55,105,60
464,271,705,243,67,76,114,60
447,227,777,236,59,95,111,45
441,271,749,240,72,65,90,69
439,263,768,229,58,70,89,83
438,273,727,253,71,69,105,62
457,246,780,209,66,53,123,64
472,244,733,240,68,67,97,77
430,253,732,280,88,48,116,51
445,305,789,191,55,63,94,56
482,265,639,228,73,124,112,74
452,246,757,221,71,63,111,78
453,297,687,250,83,64,102,62
433,230,706,296,84,63,113,73
399,263,778,252,66,62,111,67
439,244,724,295,80,50,107,58
465,211,735,260,69,65,129,64
466,264,744,253,44,54,103,70
483,236,696,246,74,56,130,77
420,273,742,264,77,65,88,69
407,235,758,238,77,84,125,75
428,258,705,275,82,65,103,83
452,263,742,248,64,59,110,59
433,285,763,227,54,53,96,87
468,269,757,233,55,74,66,77
448,281,718,265,54,52,112,67
446,248,757,236,69,76,95,71
439,280,698,267,57,86,95,76
464,300,657,246,52,94,112,73
439,253,780,232,58,44,100,92
465,264,758,265,65,46,81,52
454,263,692,230,66,117,109,67
431,258,748,264,77,61,90,68
421,286,705,285,70,41,114,77
400,265,763,221,79,61,129,79
430,257,782,211,72,63,122,60
501,266,759,210,59,37,96,71
493,245,758,224,58,66,89,64
431,293,780,195,64,69,85,80
493,253,758,218,67,48,106,55
406,260,777,244,60,67,106,78
442,266,724,246,71,69,92,88
500,206,656,272,86,84,127,67
411,264,782,242,85,61,89,63
401,302,764,244,56,57,93,80
445,307,712,254,62,68,87,63
483,236,736,246,52,46,105,94
430,255,754,210,97,57,129,66
414,277,784,232,79,55,94,63
429,249,750,232,129,54,107,48
414,303,749,263,58,42,100,69
441,280,738,222,66,62,95,94
428,229,777,248,52,82,108,73
461,281,754,235,60,49,93,66
475,248,651,248,101,97,101,77
415,276,740,259,63,62,111,73
422,257,766,224,98,67,89,74
449,239,729,285,63,50,119,65
413,333,666,252,57,66,120,91
436,317,662,261,74,77,109,62
438,226,739,235,125,68,109,59
403,247,756,253,64,92,107,75
373,267,794,265,66,62,112,59
488,284,677,243,65,89,96,54
406,268,752,279,65,79,82,66
453,262,750,251,62,63,96,60
451,239,773,248,55,62,98,72
418,273,753,242,77,62,97,77
462,260,755,217,54,73,110,66
450,276,729,245,64,70,109,55
451,232,779,237,69,65,101,63
457,279,682,280,62,60,123,55
388,302,801,208,77,48,110,64
444,238,779,223,78,64,97,75
460,278,634,235,153,59,100,78
444,252,704,251,74,109,104,60
455,260,735,271,51,67,94,65
382,266,786,263,68,68,101,64
475,246,762,208,73,64,92,78
401,290,739,260,60,62,98,88
441,300,700,257,67,79,86,69
450,228,749,267,71,72,96,65
451,237,691,264,105,84,100,66
448,260,749,248,60,73,97,62
486,226,714,268,88,42,107,67
456,269,725,248,59,57,109,75
471,250,676,247,62,111,117,64
421,265,764,226,77,74,101,69
459,237,737,260,74,62,113,55
442,304,669,244,117,67,89,67
472,253,742,226,69,53,105,79
422,256,774,220,79,62,113,71
469,263,737,242,64,54,110,60
417,235,781,245,73,76,97,73
396,215,810,265,83,69,86,73
432,263,770,223,87,49,108,65
429,253,769,241,60,69,105,73
476,262,739,226,67,40,108,82
395,258,790,251,78,67,91,68
453,258,676,188,82,162,114,64
419,287,689,268,86,72,105,72
