CDU/CSU,SPD,AfD,B90,FDP,LINKE,Sonstige,BSW
299,165,190,161,44,37,56,48
304,168,164,148,56,41,68,51
296,180,191,152,38,37,65,41
315,161,184,151,38,44,55,52
306,187,173,135,45,38,66,50
294,196,168,173,42,32,66,29
289,190,178,146,53,43,60,41
306,191,171,131,35,43,72,51
321,170,171,163,41,42,57,35
314,184,161,137,47,34,79,44
307,159,201,132,50,45,66,40
315,175,174,148,49,35,68,36
324,159,189,147,45,41,55,40
329,161,170,124,55,49,68,44
307,189,183,142,46,29,64,40
303,160,174,174,47,37,71,34
303,186,192,141,42,40,63,33
313,181,165,172,37,38,59,35
330,168,161,141,44,45,62,49
312,191,172,142,35,38,61,49
318,154,191,149,38,50,53,47
298,188,162,133,51,49,82,37
300,188,190,161,39,37,47,38
323,168,161,145,47,43,62,51
338,185,176,130,46,41,53,31
315,168,169,160,34,41,70,43
327,164,168,152,52,31,65,41
321,180,170,133,41,41,74,40
311,162,196,136,34,38,69,54
318,169,196,127,36,39,69,46
315,166,197,125,48,45,65,39
312,172,178,133,46,50,60,49
310,169,188,140,45,42,61,45
307,171,166,149,53,41,66,47
315,168,181,145,51,41,58,41
308,188,173,154,51,28,59,39
334,159,186,140,49,35,59,38
296,167,191,153,45,34,64,50
321,161,156,156,38,44,73,51
304,179,201,131,38,36,62,49
333,170,154,156,47,41,64,35
304,170,204,145,44,34,61,38
296,182,180,156,43,38,73,32
305,169,186,150,51,41,59,39
300,183,161,168,38,35,68,47
344,166,178,122,33,49,62,46
302,172,190,175,38,34,56,33
289,181,205,135,41,39,65,45
299,186,179,147,38,48,61,42
316,204,162,130,46,32,68,42
323,164,171,146,46,45,74,31
322,166,175,139,50,44,60,44
315,169,177,154,40,46,57,42
298,197,161,142,47,48,70,37
289,176,183,147,50,47,67,41
296,173,177,142,48,34,84,46
310,187,189,119,50,40,62,43
329,169,168,158,38,32,61,45
307,185,166,152,50,44,62,34
302,146,191,150,52,48,73,38
293,191,181,148,33,34,63,57
334,180,151,150,43,44,53,45
326,170,197,120,42,42,61,42
317,149,173,141,50,35,81,54
313,171,211,137,38,43,49,38
299,176,183,151,36,53,61,41
313,182,177,149,33,44,57,45
291,171,198,140,42,38,76,44
326,172,165,145,33,43,68,48
325,173,184,129,46,34,67,42
355,168,167,150,43,34,47,36
322,182,166,142,33,48,61,46
329,173,169,125,42,43,72,47
309,188,173,147,40,46,60,37
320,158,194,138,49,35,72,34
328,160,154,147,53,48,73,37
305,171,160,153,55,46,63,47
297,166,173,157,53,40,70,44
305,175,185,137,49,49,64,36
335,141,164,147,42,42,82,47
303,185,175,145,40,40,68,44
312,172,178,136,44,46,63,49
295,200,163,142,40,45,69,46
300,188,191,155,30,39,60,37
309,167,166,163,57,28,67,43
322,165,184,143,40,43,66,37
303,196,174,148,47,34,60,38
325,178,170,138,55,27,62,45
311,157,172,169,46,44,65,36
320,159,180,144,53,37,69,38
319,166,168,143,47,38,78,41
302,161,181,157,32,49,70,48
318,199,161,144,43,35,57,43
298,184,177,142,43,45,63,48
305,166,168,164,55,45,53,44
290,194,170,148,39,44,75,40
314,183,170,160,41,23,71,38
297,188,163,138,54,45,71,44
319,163,176,132,37,41,76,56
332,177,180,128,38,41,67,37
305,187,174,152,36,38,65,43
330,181,157,151,40,40,66,35
303,176,191,151,46,34,61,38
330,158,170,137,47,36,72,50
319,165,179,155,36,36,59,51
348,179,177,135,32,35,55,39
337,186,181,144,39,32,52,29
305,185,168,156,42,45,52,47
313,189,190,145,41,31,65,26
321,156,182,156,39,50,61,35
297,169,171,183,41,33,67,39
331,184,181,130,38,36,64,36
313,191,176,127,45,40,71,37
301,167,198,150,27,47,64,46
315,162,187,148,39,35,66,48
310,144,188,164,41,34,65,54
321,169,196,153,44,28,57,32
309,177,175,145,49,39,67,39
302,189,174,167,33,35,61,39
320,167,187,147,35,41,59,44
316,178,186,139,45,40,61,35
324,168,180,162,45,30,55,36
318,191,179,141,44,35,56,36
318,174,189,149,47,44,50,29
322,168,179,148,47,37,65,34
323,171,158,169,31,45,57,46
312,183,186,144,39,37,63,36
323,172,172,144,43,40,65,41
316,176,174,145,46,34,59,50
307,184,189,138,44,44,51,43
312,183,163,152,52,40,54,44
324,159,170,155,50,37,65,40
305,191,171,132,48,45,64,44
314,192,168,146,46,33,62,39
300,174,193,154,43,35,62,39
314,164,194,139,50,32,61,46
322,164,194,127,57,34,56,46
306,182,175,137,42,35,80,43
355,158,185,130,36,37,62,37
320,161,185,148,44,35,77,30
306,162,181,153,48,43,68,39
317,195,179,134,34,35,73,33
310,177,152,160,45,50,63,43
306,163,169,158,47,42,64,51
302,198,176,139,42,45,60,38
307,180,190,148,34,37,64,40
322,185,147,167,34,46,61,38
342,162,160,153,47,46,50,40
319,153,184,140,32,55,79,38
320,180,170,149,51,32,61,37
298,198,203,140,44,28,51,38
310,165,177,150,42,50,53,53
312,170,171,149,49,45,61,43
291,176,180,154,49,35,67,48
294,190,196,121,48,34,66,51
299,190,173,154,36,43,58,47
296,161,192,141,39,59,75,37
308,163,194,127,41,54,74,39
308,173,181,137,57,39,65,40
308,194,155,145,41,40,74,43
295,154,182,165,48,48,74,34
284,189,182,150,51,34,73,37
306,172,180,148,36,34,68,56
284,193,176,150,47,35,63,52
320,168,176,156,36,44,58,42
324,167,175,139,43,39,72,41
279,188,203,136,35,42,71,46
320,156,194,124,40,35,89,42
341,182,185,130,43,33,56,30
309,172,198,163,42,28,57,31
301,173,190,147,46,37,72,34
329,178,158,161,36,35,64,39
332,181,161,140,44,35,58,49
288,176,164,148,48,58,74,44
298,181,185,139,47,52,65,33
331,182,175,131,40,42,65,34
330,184,177,123,43,38,66,39
300,187,165,158,44,45,67,34
332,158,185,161,30,35,62,37
289,178,202,156,43,30,57,45
313,169,182,153,41,47,57,38
332,167,184,148,31,39,55,44
308,158,204,125,44,41,66,54
338,172,175,142,40,49,45,39
304,168,175,158,57,27,69,42
295,186,184,161,28,31,69,46
306,180,187,150,41,35,58,43
317,179,198,123,52,36,62,33
315,174,180,140,41,47,72,31
298,171,190,129,55,41,72,44
319,176,169,136,45,38,67,50
317,175,165,152,45,38,70,38
311,159,177,133,49,53,74,44
305,154,194,150,53,34,72,38
325,183,176,151,35,29,64,37
305,176,212,133,48,36,52,38
304,186,193,127,39,33,75,43
294,181,181,154,44,46,57,43
325,184,181,134,29,39,57,51
308,170,180,165,39,30,62,46
304,171,192,140,43,43,68,39
309,171,181,153,41,30,63,52
311,155,188,161,40,41,65,39
315,179,170,145,46,37,62,46
294,177,182,151,55,46,67,28
302,163,185,158,48,41,62,41
307,185,192,142,47,36,60,31
314,176,177,144,50,35,70,34
304,191,175,156,31,35,71,37
297,203,191,146,40,34,54,35
304,172,173,151,48,35,69,48
325,186,166,146,31,42,63,41
311,176,184,137,49,40,68,35
320,168,193,141,32,39,64,43
323,164,179,152,49,34,67,32
299,193,156,161,50,43,62,36
326,171,178,132,36,45,63,49
335,175,166,139,45,34,65,41
306,176,193,149,46,37,50,43
289,187,184,139,39,43,67,52
309,166,205,153,35,39,52,41
336,164,180,146,43,34,57,40
305,170,177,169,41,39,55,44
296,194,168,170,35,30,68,39
313,156,191,139,50,43,67,41
296,171,203,154,43,35,65,33
320,161,192,152,38,33,62,42
300,169,182,170,49,36,55,39
305,177,171,152,45,39,65,46
314,160,182,142,45,46,75,36
297,150,208,163,42,47,57,36
337,160,150,154,45,39,79,36
317,187,192,142,39,27,52,44
290,199,179,134,49,48,62,39
315,191,165,153,52,33,53,38
327,179,177,130,40,38,62,47
318,171,161,157,45,35,69,44
284,189,174,149,48,52,56,48
293,187,168,156,43,41,68,44
312,173,187,156,51,39,43,39
300,174,190,146,31,41,67,51
315,164,194,125,47,33,76,46
292,185,168,148,61,38,63,45
305,187,185,140,37,34,71,41
298,182,174,159,33,53,67,34
315,167,173,155,43,36,65,46
315,170,179,146,38,40,67,45
278,184,174,175,42,30,73,44
305,181,166,165,46,36,60,41
279,186,177,162,43,30,69,54
331,158,179,147,46,45,55,39
315,182,174,143,37,35,63,51
344,159,181,143,44,32,65,32
308,163,181,146,52,40,64,46
329,155,159,170,46,45,63,33
309,168,207,133,41,37,67,38
331,167,173,154,30,33,68,44
305,181,196,138,42,46,59,33
324,176,169,139,47,38,66,41
328,177,191,120,46,35,66,37
324,187,150,131,47,38,84,39
326,154,177,160,43,46,59,35
323,163,175,147,41,44,68,39
327,164,182,148,35,31,76,37
315,162,178,147,51,38,68,41
311,165,190,147,35,39,67,46
313,174,175,154,52,28,73,31
303,177,189,143,46,36,70,36
313,179,170,162,39,33,66,38
331,175,175,134,43,38,67,37
306,167,187,146,47,40,65,42
334,166,181,144,36,39,56,44
325,161,159,178,41,37,52,47
308,171,182,155,55,41,51,37
303,181,171,147,44,51,56,47
321,185,160,155,31,37,68,43
296,177,182,145,52,30,63,55
291,173,187,143,38,38,76,54
334,164,191,134,44,36,55,42
322,156,188,141,42,45,67,39
297,175,181,155,36,46,66,44
302,169,178,170,45,37,56,43
287,178,175,147,58,41,74,40
306,194,180,139,32,42,65,42
322,161,187,158,29,44,60,39
320,178,175,156,44,36,53,38
315,190,169,127,46,31,64,58
332,170,184,138,47,35,62,32
310,179,159,142,45,40,72,53
322,200,171,132,51,40,51,33
317,153,199,150,35,38,60,48
315,183,156,149,45,51,65,36
304,168,169,142,39,46,91,41
306,174,170,158,42,41,69,40
321,157,192,137,46,38,66,43
330,168,177,146,35,39,69,36
322,146,175,160,47,45,62,43
335,185,166,143,43,35,52,41
314,166,169,156,43,38,62,52
305,154,174,155,58,42,58,54
315,179,189,138,37,36,64,42
323,160,182,144,42,38,71,40
322,210,158,154,39,33,46,38
313,182,190,136,40,45,54,40
319,178,185,138,44,39,51,46
311,159,174,137,46,51,78,44
289,177,237,116,32,46,66,37
309,176,174,149,45,41,71,35
324,177,182,144,41,38,52,42
323,181,171,150,29,48,56,42
330,162,182,154,40,47,51,34
307,184,176,169,42,38,49,35
331,188,172,135,43,35,55,41
298,182,184,150,43,48,56,39
295,160,201,141,41,39,71,52
320,178,163,148,42,40,64,45
320,178,171,141,43,34,64,49
323,163,151,150,46,47,74,46
303,175,189,136,32,48,71,46
308,167,197,153,33,44,59,39
306,177,200,147,35,33,69,33
307,181,173,148,45,45,54,47
318,194,174,137,53,38,49,37
287,169,204,156,44,37,57,46
292,164,181,151,55,49,67,41
322,163,162,144,44,47,76,42
312,199,168,143,38,31,64,45
315,172,195,128,46,40,67,37
320,146,174,167,45,42,72,34
307,168,168,161,41,45,71,39
329,176,183,150,42,37,53,30
334,175,174,150,45,33,57,32
332,168,153,165,44,40,67,31
316,164,165,158,38,48,73,38
332,186,167,138,48,33,54,42
322,176,173,132,44,46,72,35
316,162,199,138,44,41,56,44
309,176,177,135,53,31,72,47
289,180,184,149,40,40,62,56
311,198,177,138,45,33,66,32
331,160,196,136,30,38,64,45
337,165,169,143,44,40,62,40
304,191,174,142,43,33,75,38
323,168,178,143,47,50,58,33
328,174,172,139,55,32,54,46
308,164,193,145,44,44,62,40
326,155,167,167,41,30,65,49
288,175,207,163,30,33,59,45
324,177,174,134,50,35,74,32
318,160,189,165,39,27,67,35
308,189,194,132,39,41,58,39
303,165,192,146,37,30,86,41
312,159,154,152,48,43,86,46
308,159,185,145,53,45,73,32
314,169,177,143,45,35,68,49
331,181,184,136,41,32,62,33
301,178,200,126,43,33,72,47
331,158,177,153,41,32,72,36
320,174,175,131,51,38,71,40
316,172,185,134,41,42,75,35
319,168,185,136,56,24,72,40
314,175,173,148,37,50,58,45
297,178,196,153,43,33,69,31
310,163,173,156,51,46,69,32
333,152,175,148,45,42,59,46
310,191,166,153,38,50,57,35
316,187,152,160,49,34,62,40
318,188,167,147,36,42,53,49
324,149,208,148,37,39,48,47
329,193,153,137,41,36,72,39
317,161,199,146,41,25,71,40
314,184,178,136,49,39,57,43
328,179,171,142,44,35,52,49
316,186,182,142,38,44,54,38
340,172,184,131,29,40,63,41
300,184,172,142,41,43,71,47
314,179,184,140,36,42,63,42
324,175,181,148,44,39,61,28
296,170,191,155,42,41,63,42
294,184,191,144,50,43,57,37
320,174,182,138,54,39,62,31
331,168,169,146,48,34,60,44
280,185,194,165,47,23,57,49
325,182,174,137,42,53,56,31
317,169,175,151,35,40,64,49
312,165,178,142,51,48,63,41
308,186,179,147,30,32,72,46
298,197,175,145,47,28,71,39
305,205,157,159,41,33,61,39
317,176,192,130,42,46,66,31
310,163,185,148,51,44,61,38
312,166,177,139,55,44,68,39
317,172,175,144,35,47,70,40
311,161,184,166,48,38,63,29
322,163,168,150,39,37,66,55
299,185,180,154,52,35,52,43
309,192,163,124,43,45,80,44
309,162,182,148,50,43,60,46
277,181,192,158,40,34,72,46
317,176,164,139,61,32,61,50
306,174,188,131,43,45,59,54
290,168,198,146,43,36,70,49
325,176,188,135,46,33,58,39
335,165,165,148,39,32,71,45
333,150,158,154,45,51,72,37
294,172,169,163,51,42,71,38
291,182,167,164,31,43,73,49
326,145,204,147,41,49,61,27
333,170,162,134,40,53,70,38
318,199,178,141,36,35,51,42
339,156,178,135,37,38,71,46
306,171,198,131,50,35,61,48
318,171,163,147,33,42,82,44
318,162,176,134,44,48,82,36
309,174,188,144,31,44,73,37
313,165,178,175,38,47,44,40
300,183,183,137,49,32,70,46
335,197,155,136,30,45,58,44
345,165,156,145,45,37,68,39
313,180,179,124,53,44,64,43
298,182,175,155,46,37,66,41
335,157,172,147,47,41,61,40
316,159,186,143,51,45,61,39
316,173,183,157,39,36,54,42
304,192,162,152,43,39,63,45
304,183,179,135,36,48,71,44
309,175,186,144,39,41,64,42
326,157,175,149,38,48,65,42
305,161,191,164,44,45,51,39
319,167,169,164,41,41,65,34
348,158,167,152,36,38,59,42
316,169,167,141,44,47,71,45
312,163,205,152,30,28,74,36
310,185,183,152,37,33,64,36
314,185,160,159,40,43,65,34
309,187,165,153,44,50,49,43
307,166,193,132,47,44,66,45
317,154,205,148,47,36,62,31
317,172,173,156,42,45,55,40
326,181,158,135,49,41,74,36
337,171,169,135,43,40,65,40
312,179,171,135,41,46,72,44
302,199,191,147,40,35,52,34
341,178,165,141,33,40,66,36
298,172,189,144,43,47,57,50
307,157,171,140,54,49,63,59
311,166,185,147,44,34,71,42
308,185,193,128,33,37,68,48
298,177,181,153,36,48,61,46
338,165,183,144,35,30,66,39
327,176,156,157,38,48,62,36
310,184,176,132,46,50,69,33
335,148,172,156,53,28,62,46
326,157,201,147,43,35,54,37
324,155,186,146,52,22,75,40
284,190,183,161,48,41,60,33
337,166,154,144,45,42,73,39
320,170,185,143,41,51,58,32
292,179,178,168,39,34,57,53
312,193,164,151,38,34,63,45
291,166,197,138,42,51,74,41
309,170,166,155,49,40,65,46
337,159,158,157,41,39,61,48
307,175,168,149,53,43,61,44
323,172,192,147,37,39,50,40
306,158,174,152,48,53,69,40
304,176,185,132,40,40,68,55
295,201,171,133,41,49,69,41
319,173,179,147,40,41,64,37
322,181,186,146,34,38,54,39
329,180,176,136,41,32,68,38
315,177,155,151,49,41,70,42
311,168,181,145,52,33,63,47
296,177,170,156,48,48,66,39
331,173,164,139,51,31,67,44
340,168,186,146,44,38,52,26
291,181,182,147,48,40,64,47
308,169,197,144,41,34,70,37
336,169,200,124,37,44,54,36
306,151,175,152,50,40,83,43
314,179,159,140,51,51,57,49
310,169,170,142,49,44,79,37
309,196,162,158,45,35,50,45
317,180,165,143,45,39,54,57
318,173,186,145,33,41,64,40
296,168,200,147,42,42,72,33
298,194,176,144,46,39,65,38
334,170,160,139,43,44,67,43
324,156,199,148,38,37,63,35
307,185,188,157,39,46,47,31
333,185,166,144,38,30,64,40
309,161,180,158,45,38,59,50
313,165,185,149,48,46,57,37
306,171,168,164,37,44,69,41
333,170,170,152,47,27,61,40
318,177,163,146,39,38,71,48
282,192,184,144,46,41,65,46
290,170,187,151,48,42,63,49
321,174,191,153,39,37,48,37
300,163,189,145,39,48,72,44
311,192,145,163,40,47,60,42
306,173,189,147,44,36,69,36
326,181,156,166,43,30,64,34
326,158,188,143,43,40,64,38
284,171,169,169,56,38,78,35
301,171,176,151,52,39,61,49
319,181,172,156,37,41,52,42
295,170,186,157,41,32,82,37
299,189,172,154,43,40,73,30
291,195,189,142,39,34,67,43
297,170,181,137,51,43,75,46
318,189,171,141,44,44,58,35
315,178,160,149,41,52,72,33
321,172,165,161,51,40,53,37
319,157,181,163,47,34,55,44
302,170,192,159,43,37,59,38
312,175,176,152,42,36,65,42
328,182,156,130,42,48,66,48
307,165,170,167,35,39,67,50
316,168,174,141,54,39,72,36
300,206,173,143,42,27,69,40
306,170,190,165,34,39,59,37
304,180,182,146,39,36,70,43
312,181,197,144,34,38,53,41
333,180,179,131,48,28,71,30
301,179,181,148,38,37,68,48
315,167,172,149,41,44,70,42
320,189,186,129,37,44,57,38
336,190,154,133,40,43,68,36
309,183,171,149,42,44,60,42
293,171,197,137,45,37,80,40
332,178,172,133,45,39,60,41
295,173,161,180,44,44,67,36
331,185,168,118,45,39,59,55
332,198,154,131,30,48,61,46
306,154,179,139,50,30,94,48
327,165,169,151,45,46,59,38
294,182,190,139,38,43,75,39
297,169,188,142,34,53,72,45
312,178,159,158,40,36,79,38
304,179,185,158,49,36,55,34
312,169,158,156,40,43,74,48
312,184,176,133,51,40,66,38
326,182,163,139,38,54,60,38
323,162,181,159,43,41,53,38
318,163,180,149,37,46,65,42
290,194,174,134,44,36,81,47
313,177,188,137,41,32,65,47
331,176,184,135,38,42,59,35
315,146,170,168,44,45,71,41
331,166,149,151,37,49,70,47
340,165,169,139,43,35,67,42
321,159,170,134,43,53,72,48
333,170,190,127,29,38,69,44
295,194,180,150,33,44,64,40
308,169,187,158,47,34,59,38
342,157,161,154,44,37,66,39
299,182,192,147,39,41,70,30
281,167,182,172,44,43,77,34
299,177,190,144,46,39,66,39
311,200,157,134,48,37,64,49
305,168,181,153,42,37,68,46
330,172,171,132,51,40,57,47
303,159,192,155,41,46,55,49
315,185,165,147,30,39,82,37
285,192,183,153,43,45,58,41
319,178,163,136,51,45,70,38
333,171,175,140,40,37,57,47
329,178,170,144,47,25,59,48
349,182,164,138,41,32,64,30
282,161,190,158,56,49,61,43
314,198,178,139,35,36,58,42
316,176,197,138,35,41,61,36
316,180,191,137,50,36,52,38
323,177,160,166,45,34,60,35
317,156,210,137,43,35,57,45
294,178,187,150,37,48,68,38
344,156,162,147,47,49,52,43
323,182,167,129,36,47,70,46
328,179,178,146,28,39,65,37
310,191,199,123,38,45,65,29
319,177,172,150,53,45,54,30
321,158,176,162,43,45,54,41
299,197,195,129,40,36,62,42
323,172,191,142,40,32,64,36
295,181,180,142,43,43,81,35
292,169,168,177,39,38,69,48
290,166,196,156,50,37,58,47
301,195,146,159,45,42,69,43
301,184,172,159,43,41,62,38
300,178,182,134,48,45,73,40
307,178,183,135,42,37,68,50
318,195,164,156,42,36,59,30
303,193,169,150,41,34,69,41
336,156,141,161,44,52,71,39
320,192,171,135,41,40,68,33
326,194,174,130,35,34,72,35
307,164,196,162,33,34,66,38
343,167,179,126,40,45,63,37
304,157,187,157,41,41,76,37
321,149,193,151,46,36,70,34
327,164,204,152,34,27,57,35
322,165,170,157,45,39,57,45
307,169,182,153,39,35,79,36
299,189,167,142,36,35,77,55
328,165,155,155,40,51,63,43
291,179,182,157,49,49,62,31
303,178,196,154,32,30,67,40
305,172,178,138,48,44,76,39
295,183,183,147,37,44,69,42
315,182,188,137,39,34,60,45
287,185,183,156,40,41,63,45
326,148,178,143,38,51,75,41
316,181,178,144,43,42,62,34
301,177,169,146,44,45,70,48
310,188,168,147,48,40,58,41
331,177,181,129,42,42,65,33
329,164,166,134,46,46,66,49
324,150,191,136,38,40,68,53
327,192,151,138,47,38,57,50
307,183,185,140,46,39,56,44
321,163,191,156,34,27,65,43
306,183,185,150,34,40,70,32
289,166,188,135,58,45,67,52
301,187,171,154,48,36,67,36
301,192,173,159,50,40,46,39
302,167,172,153,51,47,66,42
317,169,174,154,36,48,56,46
309,188,162,149,44,39,63,46
296,174,182,161,41,40,67,39
325,174,184,129,42,45,56,45
324,167,191,128,42,49,68,31
307,181,176,138,48,44,63,43
317,173,166,143,50,33,68,50
286,163,168,174,42,44,77,46
317,181,155,155,49,36,76,31
329,178,173,143,33,37,62,45
315,152,192,160,48,45,52,36
309,182,194,139,36,36,67,37
303,183,170,155,45,42,61,41
320,184,161,150,44,49,49,43
342,148,171,160,31,42,66,40
307,176,172,159,33,41,58,54
299,172,182,150,44,41,74,38
332,163,184,145,46,44,49,37
316,169,192,141,43,36,69,34
300,179,179,145,51,54,65,27
334,166,180,128,45,45,62,40
319,171,165,164,43,31,64,43
299,191,155,160,42,55,62,36
306,187,188,153,24,41,60,41
287,195,168,153,46,38,77,36
323,156,168,152,43,36,69,53
309,170,185,137,48,42,69,40
319,188,182,134,41,43,57,36
308,169,184,159,36,38,62,44
326,181,175,133,43,33,69,40
296,169,191,142,45,42,74,41
301,156,184,159,41,37,74,48
300,163,193,136,49,39,60,60
286,163,202,156,45,38,70,40
324,168,177,150,40,35,65,41
306,164,188,146,42,38,77,39
330,181,190,128,35,38,58,40
297,174,173,166,51,31,60,48
298,175,193,142,43,42,57,50
303,165,196,148,54,33,64,37
303,172,180,160,38,42,59,46
319,162,176,137,47,45,71,43
315,175,185,140,42,42,61,40
279,194,181,164,31,41,63,47
318,186,156,153,34,54,58,41
322,185,153,141,40,45,64,50
281,205,184,143,44,36,69,38
314,174,183,140,41,44,68,36
318,190,175,124,44,36,68,45
308,158,180,169,36,37,68,44
323,167,178,133,34,54,62,49
310,167,164,156,49,33,72,49
312,191,164,143,37,42,72,39
289,177,191,125,47,52,79,40
307,170,202,144,38,39,61,39
294,179,183,172,37,31,67,37
288,170,190,151,46,48,59,48
321,162,151,163,38,42,79,44
311,169,184,138,43,41,68,46
305,179,186,160,43,32,64,31
284,196,188,154,47,37,53,41
308,164,190,156,59,35,44,44
300,176,197,143,33,41,72,38
310,159,183,145,48,33,80,42
314,187,171,148,35,39,56,50
310,167,192,148,39,40,58,46
313,173,180,148,47,35,63,41
306,193,176,137,32,41,69,46
316,180,177,145,37,35,68,42
322,164,189,132,41,42,65,45
296,167,178,176,37,35,65,46
292,172,188,159,44,47,52,46
294,171,193,159,37,28,64,54
323,171,159,144,39,37,72,55
321,157,193,136,41,47,63,42
309,138,221,154,31,34,69,44
304,171,189,138,51,40,64,43
328,175,183,146,37,31,57,43
302,168,169,152,49,46,70,44
335,186,169,132,34,36,66,42
314,145,194,170,37,30,77,33
332,152,162,147,41,39,81,46
