CDU/CSU,SPD,AfD,B90,FDP,LINKE,Sonstige,BSW
331,149,197,145,46,33,62,35
322,151,181,135,54,37,68,52
337,143,177,157,36,41,62,48
340,133,183,150,53,31,64,46
342,137,187,139,43,45,62,46
336,131,188,145,49,44,65,42
334,138,194,147,46,42,64,36
318,158,185,145,40,47,68,38
322,131,200,141,50,45,62,48
326,148,190,149,32,39,66,50
343,146,188,129,39,34,77,43
313,145,199,152,44,46,66,35
328,141,193,154,46,34,62,42
325,141,194,154,46,38,62,40
323,149,186,156,47,38,57,45
325,124,197,172,36,41,65,41
332,155,177,136,45,36,67,52
325,144,182,148,44,42,60,56
320,137,196,158,46,40,60,44
342,148,191,137,36,44,65,38
320,131,185,166,44,42,65,46
330,131,195,154,48,41,60,41
315,161,181,150,32,34,74,52
326,144,199,142,44,41,66,39
328,146,181,154,45,40,63,44
331,141,189,141,41,45,71,40
337,133,190,143,52,35,72,38
335,136,198,139,44,33,64,50
309,144,195,161,44,45,64,38
322,143,188,133,59,39,67,49
316,138,197,154,44,42,61,48
337,150,170,137,56,42,64,43
344,133,202,148,47,33,59,33
317,149,193,143,43,47,59,50
329,140,176,165,46,43,62,39
344,137,172,149,49,39,68,42
323,155,180,143,44,40,64,51
335,154,163,139,58,44,62,44
334,143,176,157,42,41,72,34
332,154,187,144,34,36,64,49
339,142,186,130,46,39,63,55
327,138,179,159,39,44,74,41
333,134,189,147,41,40,54,62
324,143,194,144,46,41,61,46
321,141,179,162,47,41,66,44
340,136,182,156,40,42,66,38
314,143,200,172,37,36,63,36
323,139,188,144,47,48,69,41
315,139,194,145,48,41,66,53
343,139,193,138,43,32,62,51
333,144,195,146,39,40,57,46
321,145,186,157,38,41,54,59
340,144,181,143,39,39,62,53
302,158,174,148,52,41,62,63
330,136,181,140,54,45,61,53
309,149,185,161,44,39,65,49
348,135,178,155,41,42,63,38
324,146,176,146,57,41,69,42
317,140,202,149,35,41,63,53
335,136,196,150,39,34,71,38
321,151,166,159,57,39,69,37
334,136,183,156,37,42,59,53
331,136,182,146,51,47,72,35
324,156,174,150,38,42,66,49
311,152,190,159,44,42,60,42
337,134,184,151,46,45,67,36
359,140,181,140,40,38,65,37
323,138,197,138,49,37,70,49
329,157,184,148,40,37,64,42
328,124,188,163,47,40,60,50
315,150,195,153,44,38,64,39
336,134,183,166,33,41,68,39
341,129,195,148,47,40,54,47
320,136,190,160,44,49,73,30
328,141,199,138,43,39,56,56
330,136,188,153,41,44,67,41
342,137,181,132,45,40,64,59
323,135,166,153,50,43,75,54
316,137,202,161,45,40,65,34
328,135,194,161,48,45,48,42
325,141,180,155,50,44,68,37
318,147,194,150,47,36,65,44
327,132,189,139,56,48,68,41
335,143,173,145,47,43,67,47
342,135,187,145,50,38,67,36
328,141,179,151,42,37,66,55
310,147,185,170,36,46,62,44
319,138,191,160,41,45,62,43
322,150,192,146,44,42,68,35
328,135,185,160,44,33,78,37
328,136,194,153,43,39,63,44
319,151,180,142,51,41,73,42
332,134,175,166,44,35,63,51
335,131,196,148,51,38,68,33
322,139,187,137,44,47,65,59
334,149,175,155,37,38,67,45
343,138,198,129,42,36,61,52
319,148,177,144,43,44,68,55
306,130,200,154,53,37,65,55
307,151,178,159,57,43,67,37
304,159,177,151,46,45,73,45
320,153,181,151,46,41,66,42
329,148,185,143,47,42,60,47
311,140,185,159,53,39,61,52
324,141,190,148,50,36,66,45
319,156,184,155,43,37,59,48
325,143,189,146,54,38,69,36
327,142,192,145,45,39,65,45
316,152,184,160,40,39,69,40
316,151,189,137,45,45,72,46
332,150,164,143,55,46,66,44
323,158,168,149,42,43,65,52
335,131,186,145,52,43,55,52
320,143,187,157,43,38,64,49
318,144,185,153,35,40,71,53
326,145,189,153,37,43,70,37
347,131,183,146,40,40,71,43
327,139,189,145,46,48,71,35
323,136,217,144,37,37,57,51
335,133,188,152,46,44,61,40
340,133,180,150,39,43,66,48
315,147,164,166,47,41,75,45
325,140,189,160,37,40,58,51
323,140,182,161,52,45,62,35
328,140,188,151,29,41,76,47
315,136,200,154,49,37,69,40
332,140,168,155,54,44,70,38
320,150,189,144,37,49,67,44
307,137,190,163,51,38,61,53
331,144,190,141,41,37,69,48
324,145,174,158,46,43,64,47
334,134,191,144,49,50,66,32
323,147,180,158,53,37,65,37
329,140,191,152,44,45,65,34
331,154,170,144,54,37,66,45
325,141,203,146,39,45,57,45
339,144,177,155,35,36,70,44
334,136,166,153,52,47,69,42
324,145,192,154,45,39,62,40
327,150,188,148,41,39,61,46
304,150,181,164,47,37,68,50
344,141,172,154,46,41,59,42
330,142,180,146,45,46,70,41
331,156,170,153,41,39,65,45
315,139,193,155,46,41,74,38
336,133,193,149,33,40,73,42
321,146,183,159,40,42,74,34
334,142,185,145,40,39,68,47
322,139,186,147,50,37,78,40
318,135,187,159,40,49,65,47
330,147,180,152,38,44,70,39
338,137,188,142,46,44,62,42
324,143,197,164,38,44,65,25
323,144,189,150,39,42,64,49
317,143,205,151,37,33,65,50
313,145,198,164,32,40,59,51
332,138,195,146,50,38,64,37
331,139,204,142,36,37,60,52
326,151,196,146,33,31,71,45
344,138,178,146,41,43,61,50
336,139,187,146,41,36,70,44
321,140,200,152,45,33,65,44
324,141,179,161,35,41,65,52
353,127,185,143,50,39,64,39
307,141,204,155,42,41,66,43
327,145,190,144,47,39,58,50
327,141,197,154,38,32,65,47
321,139,196,141,60,41,64,38
334,127,181,151,51,47,65,43
329,143,181,153,45,38,71,40
314,151,201,156,39,35,59,45
335,133,184,146,42,47,67,46
298,141,193,177,42,37,72,39
333,134,190,144,46,44,68,41
339,148,172,145,40,35,61,60
319,144,194,147,39,47,65,45
315,132,190,152,53,44,68,46
312,147,190,157,49,35,64,46
318,140,192,153,48,45,63,41
324,148,183,138,46,40,71,50
332,136,176,147,49,39,65,56
328,143,200,142,38,39,67,44
325,151,182,149,45,34,71,42
327,154,184,139,38,34,71,53
325,138,191,142,51,41,63,49
318,138,194,165,36,43,64,41
360,140,178,138,36,43,65,42
311,147,190,145,49,35,78,45
335,140,172,148,49,40,68,47
332,138,185,145,55,39,61,46
352,139,158,148,51,36,73,44
335,141,173,148,44,38,66,56
316,148,190,154,46,44,46,55
319,147,184,158,39,44,63,47
331,148,190,150,32,41,67,41
331,140,188,149,41,38,67,46
325,129,199,156,48,40,51,53
327,135,197,161,44,30,58,47
332,133,180,154,51,46,67,38
322,145,169,168,46,43,68,39
331,141,193,143,44,39,66,44
327,153,178,143,44,49,63,42
343,134,185,148,45,35,69,42
335,117,200,154,57,40,56,41
317,147,183,147,44,43,63,57
322,151,178,155,46,34,64,50
336,132,197,148,40,37,67,44
306,149,184,164,37,37,76,48
337,139,197,143,42,34,70,38
327,145,188,139,47,36,72,45
330,133,192,144,52,46,57,46
310,148,172,140,52,44,68,65
326,148,196,144,47,40,55,44
331,141,179,146,44,40,73,46
328,150,179,152,50,38,66,37
325,146,176,146,53,36,68,50
311,144,199,148,29,42,67,61
339,143,188,143,36,39,58,54
319,152,181,154,44,43,67,40
328,137,190,147,41,42,77,39
321,143,176,152,61,32,66,49
324,140,184,156,46,42,63,45
324,139,169,170,52,37,73,37
302,154,206,146,46,31,70,45
331,138,186,146,42,34,61,62
327,143,187,143,45,38,68,49
331,143,186,143,41,40,67,50
317,148,186,151,46,39,64,49
313,163,172,146,44,42,65,55
327,136,191,145,51,44,69,37
329,147,189,132,43,44,67,47
327,150,186,150,36,40,66,44
333,132,185,148,45,42,64,53
318,138,185,163,50,41,70,35
331,137,181,161,43,45,65,37
332,132,174,164,45,39,72,41
340,136,190,164,40,34,60,35
325,146,168,155,51,41,73,42
311,157,195,152,38,38,65,43
337,127,195,150,55,36,74,27
311,130,178,162,51,41,72,54
337,141,193,140,50,38,61,39
307,154,175,149,52,33,74,57
317,150,196,147,40,45,66,40
322,141,185,166,41,45,59,40
325,140,187,157,41,44,69,37
322,132,198,161,48,36,64,39
301,152,192,158,38,49,65,44
331,142,174,136,53,43,69,51
313,151,195,155,36,44,62,45
324,130,179,148,50,38,71,60
332,138,191,136,49,40,68,46
324,138,181,143,47,38,64,64
321,158,173,136,50,45,65,51
328,152,182,131,49,43,74,42
322,143,178,167,39,40,61,50
314,150,182,148,50,45,63,48
314,161,184,148,40,42,72,40
321,140,200,146,51,42,57,44
351,144,176,128,53,41,73,35
353,122,161,154,52,42,76,40
338,145,170,146,53,44,62,40
308,138,184,170,40,42,70,48
331,133,187,138,47,41,63,60
320,140,183,161,43,42,66,45
341,134,182,163,38,36,67,40
335,135,184,142,52,38,64,50
320,130,188,167,56,40,67,32
325,142,180,138,57,40,73,46
320,146,175,145,49,42,70,52
330,131,192,160,39,37,62,49
326,133,190,158,44,40,69,39
322,154,197,135,45,37,70,40
328,153,185,144,38,37,64,51
349,129,176,149,51,43,64,39
297,164,188,173,35,46,63,33
301,150,198,150,47,41,75,38
323,144,182,164,40,45,62,39
318,131,202,166,32,42,66,44
332,132,198,157,45,38,60,37
331,131,191,158,43,41,67,39
308,155,186,154,44,42,60,52
334,141,190,147,48,47,54,40
309,156,197,147,48,45,58,40
332,142,199,141,47,38,59,43
339,138,173,137,57,36,72,46
329,149,186,145,43,38,65,44
330,141,196,155,47,36,59,34
314,147,168,170,42,35,69,55
318,152,181,154,47,37,67,44
326,147,184,145,48,39,61,48
336,143,185,139,48,43,65,40
316,146,194,155,42,43,61,42
321,143,184,156,44,41,64,48
328,156,180,151,35,41,62,48
318,153,169,147,52,45,71,45
324,138,190,148,54,36,67,43
326,145,187,149,42,46,53,52
332,135,185,153,41,39,67,48
336,136,187,157,34,36,70,44
330,146,193,152,33,44,57,45
319,145,186,150,48,40,67,45
318,150,188,153,41,39,63,48
323,138,194,154,37,41,61,51
314,144,184,162,43,44,64,45
323,148,177,144,49,43,67,49
322,143,181,153,45,33,73,51
320,146,174,154,50,39,71,45
320,150,189,140,47,42,65,47
340,134,183,154,42,41,61,45
309,146,184,156,43,37,69,55
325,137,191,167,37,43,63,37
328,140,186,151,58,35,67,36
321,145,207,133,49,38,64,44
333,133,196,146,30,40,66,56
305,143,201,149,52,42,67,42
318,146,181,163,49,37,62,43
306,153,190,148,53,42,68,40
340,137,187,153,42,38,59,44
325,142,176,156,54,44,66,36
334,139,166,154,44,38,76,48
327,151,189,136,42,41,68,47
329,125,182,161,48,47,69,39
318,127,193,158,53,41,64,46
319,138,191,147,35,41,69,60
324,135,184,155,44,48,68,43
331,145,185,145,38,48,64,44
332,133,196,144,44,48,53,48
308,148,189,152,43,43,65,52
321,155,189,156,39,34,67,39
335,138,179,162,50,37,60,39
320,139,183,162,41,41,77,37
341,140,184,145,47,37,68,37
326,139,188,152,50,44,67,35
323,145,193,148,43,40,67,41
327,147,198,126,50,39,61,53
328,137,195,139,54,43,67,37
326,141,185,146,46,39,66,51
317,144,187,156,47,48,60,40
321,141,181,152,50,43,66,45
330,132,195,146,48,37,65,46
308,145,188,146,62,38,74,40
326,152,178,155,39,49,67,34
316,147,192,159,38,43,60,47
327,143,182,162,47,32,64,43
324,146,177,151,49,38,67,49
333,149,165,145,44,48,78,38
319,151,183,145,46,38,73,45
316,143,174,154,49,48,68,48
323,143,179,157,49,44,67,38
316,156,171,145,46,49,62,54
324,142,191,150,42,39,74,40
315,139,206,143,51,41,53,52
317,140,184,146,55,43,64,50
331,144,198,151,33,41,59,44
319,154,192,140,48,42,66,39
326,144,178,150,40,44,70,48
319,146,168,156,62,41,72,37
344,150,168,133,48,36,66,55
335,139,188,146,48,40,64,40
311,136,207,148,59,37,65,39
320,129,196,160,46,45,68,37
334,139,182,148,44,36,73,43
332,130,182,157,39,43,67,50
329,148,176,160,42,43,65,38
329,143,190,157,43,28,60,48
320,148,184,152,48,40,67,40
338,138,186,145,46,35,63,49
333,139,177,152,47,38,65,49
327,139,194,154,43,37,62,44
325,140,185,156,42,49,60,43
349,132,178,145,53,39,67,36
313,143,196,151,52,42,57,47
330,137,181,150,51,43,62,45
343,139,185,143,45,37,67,42
313,134,205,147,53,38,73,36
309,143,198,160,36,37,72,44
336,140,172,160,46,38,72,37
316,149,182,151,53,41,68,40
310,150,190,139,46,41,66,57
318,145,197,155,37,43,64,41
304,140,178,162,54,32,76,53
321,143,192,144,46,44,65,45
326,143,170,166,45,40,74,36
318,144,179,156,44,47,71,42
330,157,177,142,42,44,66,41
326,145,186,149,46,41,66,42
335,139,184,148,43,43,66,43
331,135,181,148,51,45,64,45
325,142,201,156,39,43,62,33
313,135,195,155,55,39,74,34
311,143,179,166,46,44,74,37
321,143,176,165,40,39,66,51
336,133,193,149,43,44,62,41
323,135,175,147,45,42,78,54
340,143,189,124,42,44,76,42
328,145,187,145,49,48,67,32
317,149,197,153,51,41,56,36
322,148,178,156,43,46,69,39
327,139,177,147,53,41,61,55
324,147,183,151,43,46,59,47
311,148,180,151,54,37,64,54
312,138,216,153,36,34,64,47
311,145,186,166,35,46,64,46
315,148,173,173,41,39,68,43
317,154,191,142,48,44,63,41
318,140,196,154,37,39,67,49
319,135,201,165,41,42,63,34
340,127,190,152,43,40,63,44
344,139,172,149,47,40,66,41
340,131,185,151,44,35,64,49
332,137,204,141,43,34,61,47
332,141,180,139,43,44,67,54
327,134,192,156,42,45,69,35
315,150,191,141,52,36,67,48
328,143,177,158,43,41,62,48
326,142,187,136,46,42,73,47
328,141,179,160,32,37,61,61
323,145,186,158,46,39,59,44
319,153,183,144,47,42,72,39
325,135,191,147,50,41,69,42
351,136,171,140,49,39,62,53
319,145,194,140,44,45,64,48
314,143,193,150,51,43,65,40
318,145,191,157,37,52,63,37
329,134,189,156,48,44,67,34
328,147,186,144,41,34,72,49
349,127,180,151,41,41,64,47
317,141,187,161,40,44,63,47
323,151,185,150,46,39,66,41
332,133,186,154,58,39,59,39
332,140,196,141,48,42,55,46
312,148,191,156,43,41,64,46
308,150,178,152,53,46,59,56
351,129,189,144,40,45,58,45
319,147,192,155,51,37,61,38
331,155,176,137,48,37,68,48
333,148,185,146,57,41,57,33
317,136,185,160,38,42,72,50
330,126,201,147,50,37,67,43
329,130,189,158,38,40,63,54
339,138,177,133,58,47,64,45
328,149,170,157,46,43,67,40
326,139,188,152,37,49,65,45
309,153,182,160,38,40,69,48
336,138,204,128,53,39,67,36
327,150,182,141,52,45,61,41
340,133,188,132,58,41,61,48
331,147,194,141,46,36,62,42
333,129,190,161,40,46,70,31
336,142,185,146,36,44,69,43
328,144,198,154,40,36,60,40
325,145,177,154,57,42,66,35
319,131,185,174,42,41,67,41
330,141,194,141,49,37,61,48
322,137,204,153,42,38,63,41
337,151,157,158,42,43,75,37
330,143,202,140,42,38,64,41
337,140,185,146,40,34,68,50
324,132,193,161,37,39,60,54
325,146,196,152,42,43,68,29
336,136,184,159,45,42,63,35
318,146,200,149,36,38,63,50
325,142,194,144,42,36,69,48
313,141,191,168,50,41,61,36
324,151,172,157,47,34,73,42
333,144,167,159,51,41,65,39
336,133,203,152,42,34,53,46
324,150,176,138,52,38,74,48
323,132,187,157,44,45,74,39
320,147,202,145,44,35,61,46
323,145,196,141,47,37,63,47
328,147,179,156,39,35,67,48
324,140,187,160,39,40,66,43
342,134,199,148,28,45,71,32
335,131,191,152,44,39,67,41
325,144,177,140,61,44,63,46
324,137,201,146,47,37,69,39
327,151,175,152,45,40,66,45
330,136,177,153,41,43,64,56
328,141,177,163,46,37,65,42
327,139,174,159,52,38,63,48
316,145,178,168,42,37,68,46
332,135,182,158,53,42,64,34
315,144,185,167,49,41,63,36
335,133,202,146,39,41,57,46
302,157,187,153,46,35,67,54
331,147,178,155,41,34,66,47
321,138,168,163,54,44,61,50
321,140,185,159,52,39,61,45
340,143,188,130,51,40,65,44
325,147,189,157,26,40,67,51
320,144,192,150,40,44,58,52
330,133,177,162,40,48,75,35
330,145,193,143,49,37,57,47
328,149,177,149,45,42,68,42
336,145,183,129,52,42,62,51
348,133,181,139,48,38,68,45
317,143,184,162,37,41,67,49
334,135,187,133,45,47,61,57
326,140,192,156,41,38,58,49
307,139,192,162,39,40,73,48
332,134,177,156,45,38,66,52
336,151,179,145,37,46,68,39
333,148,183,129,46,49,69,43
335,145,187,157,46,35,68,27
330,143,179,146,53,38,67,44
337,125,188,156,47,40,68,39
330,133,181,164,46,46,68,32
333,139,181,143,46,41,63,55
313,138,186,162,58,44,64,35
332,140,188,145,45,30,70,50
333,148,185,134,50,44,67,37
319,153,190,129,50,40,69,50
319,132,192,175,37,42,60,42
316,148,191,159,44,41,60,41
319,152,187,151,41,46,63,41
331,147,188,135,58,39,63,39
335,138,191,147,37,35,64,53
305,165,176,146,42,40,72,54
313,144,196,150,33,35,64,66
330,142,162,157,51,44,66,47
315,150,179,161,46,38,73,37
339,120,177,164,51,34,75,39
328,142,192,144,52,33,60,49
331,144,183,135,51,41,70,46
342,130,175,151,54,36,71,41
336,145,186,131,43,42,67,52
320,145,190,144,33,51,67,50
337,151,173,146,45,39,63,46
305,152,184,153,50,45,67,44
332,149,183,140,46,43,68,40
328,139,202,141,46,41,61,42
336,146,187,128,43,44,73,43
335,137,174,152,49,43,71,39
331,131,198,158,41,37,68,36
314,146,194,150,43,46,57,51
336,131,182,140,62,43,64,42
330,151,169,154,57,39,67,32
311,146,181,150,58,48,71,36
327,140,184,143,47,43,62,53
329,142,196,147,42,47,58,39
340,143,185,138,40,40,63,50
332,137,170,167,31,45,80,39
336,146,190,140,38,38,57,55
335,131,184,146,57,38,68,43
