CDU/CSU,SPD,AfD,B90,FDP,LINKE,Sonstige,BSW
665,352,364,264,84,70,119,80
610,367,346,288,78,92,135,84
654,368,379,292,85,51,74,95
608,369,374,284,102,78,117,65
616,353,354,284,84,89,148,70
658,329,353,260,112,73,122,90
611,347,374,280,98,68,143,77
595,377,384,293,81,63,125,81
672,362,347,276,85,83,107,68
650,374,325,298,71,76,125,80
687,315,348,271,80,71,152,74
623,378,371,243,85,70,142,87
706,338,341,250,95,48,134,85
646,363,345,283,81,65,139,77
605,380,405,290,59,72,129,57
651,337,368,312,60,63,124,82
670,327,355,304,92,64,114,72
588,358,379,294,81,84,140,73
618,358,334,328,80,84,111,86
609,359,399,238,123,73,111,84
654,315,370,295,84,73,125,83
677,317,359,276,95,70,115,89
674,361,333,260,72,76,133,90
680,298,379,254,84,69,142,94
645,361,359,288,65,78,121,80
585,353,393,286,77,92,122,91
615,374,348,283,88,101,132,59
633,369,298,294,62,106,146,90
637,334,325,295,111,88,113,95
645,343,341,300,77,98,130,64
652,337,353,323,80,63,122,68
579,384,372,291,77,79,125,91
654,320,337,307,82,89,133,77
612,355,353,265,76,104,133,99
655,377,326,273,99,89,108,72
605,390,337,292,88,80,127,79
597,330,347,307,100,88,139,90
652,332,329,312,109,73,111,80
589,416,383,278,92,71,87,82
668,315,342,308,92,84,122,67
637,327,356,291,89,65,144,88
618,362,353,271,99,69,134,92
595,371,381,287,96,82,105,80
659,326,345,273,107,80,129,80
602,347,390,286,99,71,128,75
633,356,361,274,98,83,117,77
627,347,388,287,74,82,121,73
627,358,370,232,82,93,144,91
683,340,304,291,57,95,127,102
636,345,373,264,94,91,124,71
654,342,315,342,79,75,121,70
599,390,314,335,88,86,106,79
579,351,389,341,72,83,83,99
644,336,350,268,89,88,140,82
642,324,375,267,110,71,125,84
619,354,330,292,114,80,117,92
624,314,409,277,101,72,125,76
688,344,333,265,86,77,109,95
623,348,336,289,102,74,121,105
696,316,342,295,62,78,133,75
634,331,362,310,104,81,102,73
708,359,313,272,79,80,119,68
627,336,328,259,98,82,174,94
620,358,367,265,92,88,132,76
600,365,372,291,101,83,128,59
598,397,354,301,99,63,113,73
639,309,373,306,99,76,117,79
626,337,378,304,80,76,122,75
662,348,338,277,97,83,113,80
651,358,318,279,106,105,104,78
663,307,365,328,71,63,118,83
673,327,332,308,80,83,105,90
622,316,368,279,112,69,127,105
654,335,364,296,99,62,126,61
675,315,354,259,82,75,130,107
613,384,356,297,83,88,104,73
698,340,328,274,80,79,132,68
653,372,336,267,82,66,137,85
680,331,371,273,79,77,122,65
568,370,362,350,64,83,125,76
669,351,321,260,99,83,125,90
661,344,312,283,83,61,126,128
658,338,354,285,84,92,109,79
662,335,332,300,61,84,141,83
620,343,387,270,93,83,112,88
648,348,356,261,91,79,146,70
627,347,359,314,68,62,130,90
604,374,384,282,87,68,125,74
577,318,401,295,87,96,142,83
673,358,349,267,83,61,129,79
656,309,369,274,106,74,128,82
620,402,335,245,76,102,126,93
598,346,413,256,106,107,105,66
643,357,331,310,91,83,108,75
659,313,362,270,109,98,100,87
642,329,338,303,105,72,118,91
621,375,344,276,82,84,125,91
631,373,321,274,62,109,135,93
642,387,297,266,91,97,110,107
651,331,339,304,89,80,122,82
605,366,358,278,81,100,145,67
691,367,305,251,91,87,133,74
658,334,354,290,83,81,112,86
638,357,367,283,79,58,117,99
694,342,292,266,111,73,129,92
594,354,357,292,76,90,150,83
660,331,350,259,87,84,119,107
621,324,336,304,109,105,103,96
647,329,340,307,84,69,126,96
710,304,342,235,109,90,130,76
631,355,365,253,104,77,116,98
696,302,334,285,84,78,134,87
647,362,328,275,91,83,136,75
603,324,360,297,96,73,160,84
664,372,353,265,74,81,114,74
685,328,336,294,93,74,116,72
659,317,366,289,94,66,122,85
677,360,352,242,81,75,128,83
621,349,381,271,91,82,133,69
611,384,364,303,85,58,107,83
640,343,383,272,72,83,119,86
656,394,349,228,80,72,138,80
653,339,329,284,86,73,154,82
669,359,296,319,82,58,123,93
677,360,320,280,101,92,97,73
608,356,352,278,79,96,142,87
641,361,354,294,90,59,121,79
655,374,318,262,112,88,118,70
624,321,362,335,100,62,118,76
647,367,322,274,83,88,128,89
714,307,355,288,63,103,106,63
601,361,381,280,73,76,145,81
670,342,330,291,63,100,115,87
661,351,376,262,74,89,111,74
641,345,343,295,87,82,112,94
688,312,331,292,76,83,124,92
648,376,335,280,84,74,132,68
606,336,372,332,89,70,111,81
662,357,345,262,77,82,126,87
701,348,338,251,88,65,128,81
634,387,346,277,79,70,117,88
620,346,360,299,86,74,134,78
607,335,385,275,74,104,134,84
592,373,372,283,91,70,143,73
601,363,348,293,97,93,131,72
641,330,349,307,65,77,123,106
639,362,351,292,65,81,134,73
613,387,348,283,82,71,127,87
628,339,380,269,90,82,157,52
589,381,368,294,88,73,123,82
631,361,335,332,77,50,130,82
660,344,317,310,83,76,119,89
656,352,375,270,92,72,116,65
635,347,348,326,80,62,127,73
611,382,330,335,61,86,122,72
602,357,388,273,78,85,117,99
622,358,355,283,82,80,138,79
642,326,376,308,71,61,122,92
667,312,338,273,100,88,153,68
600,385,337,288,91,66,150,79
598,386,343,284,98,77,125,86
670,337,339,312,84,72,115,68
640,337,362,285,81,76,140,76
654,332,348,270,70,75,135,115
639,395,364,241,73,76,131,79
633,372,347,285,76,59,130,96
593,340,391,258,84,69,161,103
591,333,376,318,80,60,146,94
623,338,363,287,76,84,130,98
630,321,371,308,88,92,116,72
626,373,356,265,102,89,115,73
571,385,356,295,82,83,135,90
649,363,355,301,83,51,114,82
654,327,345,269,92,86,130,94
689,316,310,280,98,82,138,86
628,317,393,294,77,78,132,79
680,341,286,308,74,71,139,100
703,355,292,284,69,83,134,79
609,394,327,304,87,93,119,65
635,340,355,282,90,55,148,93
659,325,355,265,98,87,107,102
650,394,343,259,86,59,130,76
627,377,365,280,96,80,87,86
647,386,304,314,77,79,128,62
631,393,367,258,91,84,100,75
617,358,352,270,83,77,134,106
622,366,320,293,83,85,138,90
649,356,336,286,79,69,136,87
603,355,327,332,82,78,137,84
675,407,305,259,75,69,129,79
615,377,351,267,91,91,125,81
672,350,336,285,70,90,110,85
623,385,358,272,88,83,111,77
668,347,341,307,77,72,122,65
637,371,326,279,79,90,128,89
613,347,323,348,57,83,125,103
651,367,338,288,78,77,116,82
593,394,383,294,85,62,122,65
697,280,384,271,81,79,125,81
646,354,344,317,85,71,103,78
683,327,336,265,95,73,135,84
651,337,334,270,93,91,125,96
695,321,340,272,79,81,131,78
641,350,350,324,78,64,120,71
699,340,331,275,90,55,110,99
670,365,309,311,81,89,109,63
619,379,353,288,81,79,127,72
592,367,385,292,87,68,115,91
637,340,363,281,73,98,121,84
622,337,361,307,83,104,99,85
663,335,351,265,91,82,133,78
650,322,370,278,74,94,125,83
660,359,336,296,79,75,117,76
653,363,332,302,90,83,96,79
655,345,321,268,89,97,135,88
683,343,325,292,99,63,108,85
643,343,374,270,77,110,118,62
599,398,347,281,83,77,128,83
600,391,333,305,70,79,136,84
631,343,379,311,73,60,101,101
647,374,364,263,84,82,127,57
687,320,352,293,75,70,116,86
648,365,329,298,73,70,116,98
628,333,383,277,103,85,125,64
638,359,324,301,85,88,130,74
671,333,365,280,99,89,98,62
647,350,330,290,92,81,132,76
688,348,336,256,71,90,115,95
661,322,365,279,81,87,105,98
665,325,361,294,84,90,111,68
620,341,363,292,102,77,129,74
649,410,329,298,78,64,88,81
621,380,390,241,93,84,121,69
659,356,372,259,70,79,136,66
594,380,343,288,69,82,149,92
676,341,337,280,80,91,120,73
665,355,343,243,107,89,135,60
649,340,365,323,66,71,116,69
650,361,321,265,102,73,145,80
630,335,359,293,84,68,127,102
620,353,340,281,100,86,139,79
681,315,325,347,103,46,113,68
612,352,361,279,93,93,144,64
657,316,358,280,83,100,122,81
726,323,351,252,98,66,116,66
656,393,324,307,52,74,106,86
632,382,336,255,98,102,116,78
659,327,372,309,78,73,104,76
684,360,305,283,99,59,128,80
655,349,350,297,75,60,121,92
647,366,325,277,68,92,132,92
636,325,389,291,88,81,107,82
632,369,381,257,53,89,131,85
640,351,344,280,104,100,94,85
656,366,333,260,87,63,131,103
684,365,335,263,79,90,116,66
618,385,347,292,95,79,109,72
646,344,362,283,94,76,124,70
649,366,358,301,75,58,139,52
612,374,364,280,84,75,144,66
645,365,363,298,92,59,97,79
653,359,341,292,83,62,116,91
646,392,325,285,92,70,110,78
598,316,398,286,73,102,144,80
644,355,419,244,60,82,126,68
653,313,399,268,83,78,115,88
633,371,378,258,76,78,127,77
611,361,377,264,108,74,119,84
631,337,354,310,89,76,125,76
643,346,356,287,99,62,121,86
649,329,375,317,59,74,107,88
676,320,374,271,87,101,101,69
657,357,351,266,81,73,123,90
631,368,367,268,78,86,128,72
635,366,352,294,74,86,111,78
599,323,393,319,92,81,119,71
669,346,367,292,63,67,114,80
629,373,342,241,92,91,134,97
602,365,325,330,83,91,119,84
686,365,334,260,87,76,112,77
693,377,348,271,69,63,124,53
637,334,342,297,66,119,126,77
656,368,321,278,97,96,118,64
605,397,385,235,69,102,134,71
659,340,329,285,100,86,119,80
652,388,343,245,93,74,122,81
639,324,377,306,79,93,118,62
630,318,361,279,77,81,174,78
657,364,366,315,68,73,93,63
656,341,316,302,83,72,129,98
603,385,355,278,95,54,129,98
644,329,372,281,84,71,125,91
618,287,358,315,94,117,140,69
604,331,362,303,100,79,149,70
698,341,342,254,91,86,106,79
610,369,341,323,87,67,115,87
663,327,357,279,83,93,133,63
642,354,365,301,93,72,113,59
604,334,358,284,101,91,145,80
613,384,342,291,77,91,131,69
682,345,342,295,74,60,109,91
610,335,353,267,95,110,144,84
605,351,347,308,89,74,144,80
682,327,346,294,95,66,115,73
681,348,360,288,80,59,121,60
646,361,319,298,89,83,119,82
668,359,354,288,71,75,119,63
669,310,376,275,79,93,110,86
646,317,378,291,91,69,140,66
630,373,369,279,104,66,114,64
678,317,359,281,95,75,124,68
653,340,337,292,83,80,117,96
659,334,339,298,96,79,121,74
612,349,375,324,80,62,123,73
618,376,335,269,114,96,119,73
636,357,372,292,71,74,122,74
630,365,336,265,107,71,126,97
667,360,369,291,55,87,97,72
629,359,355,257,89,91,132,85
706,361,368,230,77,71,104,81
629,362,355,271,85,80,133,84
655,310,360,309,65,76,127,95
676,337,383,284,55,68,124,72
664,352,333,279,76,107,113,74
712,272,362,299,90,74,113,77
603,395,294,298,69,93,146,100
624,382,336,273,95,82,108,99
610,352,377,286,72,94,123,84
612,363,381,269,103,48,126,97
644,342,325,276,89,96,140,86
617,329,368,329,69,79,136,71
642,342,365,306,89,55,111,88
621,347,356,278,91,93,103,108
635,360,346,306,68,73,124,87
617,371,366,265,76,75,149,78
597,382,375,257,92,105,113,76
627,349,326,299,81,107,141,69
653,354,346,290,74,96,101,84
656,324,345,336,86,73,109,69
667,333,356,269,83,82,101,108
597,346,357,315,105,80,109,90
667,375,358,260,89,51,130,68
658,326,359,254,87,94,142,80
649,343,317,299,83,99,117,91
685,339,343,272,77,80,130,72
709,340,335,284,83,94,93,62
621,337,378,304,87,63,128,80
687,333,303,287,82,80,139,86
680,346,332,236,93,102,118,91
622,370,371,265,73,75,133,90
686,364,351,219,88,93,113,83
637,353,346,320,67,64,132,79
656,354,398,281,62,66,117,64
656,358,363,269,92,91,113,56
662,345,344,282,77,81,120,86
635,336,390,258,71,91,137,79
639,355,370,256,118,61,120,78
647,363,355,290,75,59,117,92
652,385,289,255,85,102,128,102
658,350,308,294,89,82,124,94
584,345,394,273,94,93,135,80
648,364,340,294,84,75,117,77
620,347,361,323,89,89,98,72
611,404,341,310,75,82,94,81
669,346,366,265,66,70,137,80
657,340,378,301,97,54,117,54
652,391,343,248,73,73,119,99
674,352,339,279,102,84,88,81
639,346,359,276,94,77,120,87
674,354,357,252,75,73,122,91
673,359,318,291,88,79,108,82
684,332,318,271,80,78,133,102
620,378,327,306,96,71,120,81
665,351,369,256,68,67,133,90
666,384,361,242,86,59,135,64
648,328,389,281,82,62,101,107
669,366,317,271,88,89,118,80
686,302,359,231,103,98,152,69
607,325,418,271,90,87,111,89
632,380,361,286,59,73,132,75
624,314,401,280,88,83,118,90
689,316,354,287,91,59,120,82
632,335,378,313,73,82,101,84
635,321,367,282,78,79,131,105
627,354,364,297,84,86,117,69
627,349,384,300,84,69,107,78
625,375,311,326,105,83,118,53
668,364,349,250,83,85,108,91
640,351,367,269,78,107,101,84
654,370,364,265,92,66,123,65
622,348,394,285,74,81,111,84
613,343,387,295,93,69,111,87
643,404,318,300,81,64,115,73
690,316,348,274,84,82,122,82
666,380,312,285,83,82,117,72
658,338,337,267,108,72,121,96
683,366,342,281,77,74,113,62
597,386,297,322,77,83,139,97
614,366,357,315,72,99,112,62
652,316,329,288,75,95,133,110
651,357,378,272,85,87,119,50
669,359,342,285,89,57,118,79
645,400,340,251,103,62,134,63
576,334,353,337,92,82,153,72
642,368,271,322,106,63,147,79
632,343,390,269,86,65,123,90
653,350,325,300,99,77,119,75
693,334,331,296,71,76,116,81
646,383,341,313,77,64,109,64
653,318,354,295,68,103,124,82
644,374,352,278,103,48,111,88
610,357,377,274,97,65,134,84
678,342,369,281,66,64,115,84
606,386,361,288,75,80,126,76
598,345,360,285,107,97,128,78
657,346,350,249,80,95,134,86
603,376,357,283,92,94,113,80
656,326,340,295,70,94,130,86
645,306,333,333,100,86,120,76
633,345,319,322,76,78,135,89
611,338,316,348,86,80,137,81
614,392,373,233,96,84,139,67
603,365,317,317,86,86,142,81
649,357,351,272,81,81,110,97
661,353,339,289,78,56,143,80
597,404,339,317,66,85,106,83
606,391,337,301,84,71,117,91
646,337,330,281,91,92,136,86
647,366,357,290,86,67,118,67
636,327,352,290,86,74,159,75
605,340,393,273,89,80,113,105
609,391,372,288,75,72,129,63
629,399,373,250,88,75,112,73
591,385,368,323,69,87,98,78
697,361,320,263,74,76,118,89
589,321,379,290,87,95,128,108
684,332,341,283,83,53,142,80
681,338,362,266,62,66,125,96
672,362,323,276,79,63,117,105
651,371,345,286,82,65,124,73
633,345,387,282,101,64,109,78
655,380,329,253,85,75,112,110
653,369,339,258,95,62,153,68
685,343,355,253,94,88,100,80
613,359,389,274,79,62,132,89
685,349,323,237,97,82,121,104
640,331,385,271,61,97,140,73
659,341,377,245,86,97,118,75
629,361,327,268,109,92,136,76
666,336,367,256,98,67,119,88
675,353,362,278,76,61,121,72
624,336,374,286,92,72,119,95
638,352,344,258,93,100,122,90
681,372,331,277,78,75,114,71
643,379,304,295,106,80,120,71
674,339,362,273,44,69,144,94
632,373,350,296,78,95,105,70
614,372,354,293,80,67,132,86
636,339,343,279,92,89,121,99
632,349,355,296,95,79,115,77
650,349,333,290,81,93,130,72
626,353,356,295,99,84,113,72
648,342,364,282,88,65,125,85
656,346,339,304,78,80,135,60
633,332,381,311,76,69,114,81
632,361,354,288,75,78,137,72
619,353,362,281,89,93,108,92
597,344,370,325,77,70,130,85
629,331,380,293,59,87,139,79
696,341,345,293,62,66,117,79
657,335,356,297,72,67,118,96
648,362,362,266,80,83,118,80
624,325,377,302,87,82,137,64
657,339,356,299,81,67,120,80
667,340,315,324,76,66,132,77
679,319,307,330,82,102,111,67
659,329,329,259,116,91,125,90
630,350,362,299,99,73,114,70
640,323,370,310,82,68,126,79
601,392,361,299,73,72,118,82
684,382,333,263,91,79,88,78
667,350,321,291,103,83,106,75
676,321,346,295,81,83,103,92
612,358,357,294,60,72,138,106
583,411,366,252,82,93,121,90
622,326,363,304,67,84,156,75
650,310,344,298,73,98,137,88
666,336,339,280,90,87,128,73
593,381,373,276,114,78,113,70
641,376,326,308,80,83,104,80
642,354,397,288,80,58,119,60
590,385,332,297,100,83,126,85
690,337,322,288,78,80,138,65
644,337,316,293,77,105,135,93
649,357,320,271,109,89,127,77
703,351,352,251,69,73,123,75
622,366,344,290,76,81,127,90
627,313,374,306,84,85,121,88
645,382,356,242,104,85,118,65
652,356,348,289,66,75,140,72
650,345,364,278,85,69,116,90
566,389,354,286,94,93,129,87
612,390,362,271,113,82,99,68
613,354,348,321,92,80,115,75
633,321,363,341,89,75,114,62
653,338,315,293,87,88,142,82
663,319,353,312,78,71,116,87
627,301,354,289,86,88,177,75
651,350,339,309,79,75,126,69
661,351,344,311,76,70,109,76
626,372,387,259,80,75,118,80
639,384,325,267,105,68,131,78
678,315,370,254,96,83,122,80
632,348,367,295,87,57,131,80
641,350,318,314,80,90,126,79
639,350,343,269,102,76,145,74
703,320,342,294,69,78,109,84
617,378,298,316,95,87,120,87
618,350,396,262,80,102,114,75
628,371,383,262,82,93,107,73
669,353,359,278,63,81,114,81
681,337,358,265,82,63,133,79
672,347,350,314,57,85,99,74
645,342,357,311,69,63,122,89
680,352,363,276,71,72,109,75
679,362,342,251,70,79,132,84
609,359,350,319,78,91,105,86
655,347,383,260,83,83,110,79
647,336,360,261,98,92,116,88
624,380,354,278,94,84,101,82
662,341,378,294,75,66,114,69
640,340,377,269,78,97,114,84
643,415,328,289,88,68,104,62
624,331,313,329,90,91,143,78
651,329,388,286,78,95,95,77
637,325,363,311,93,83,109,77
627,366,311,315,83,78,133,85
648,369,354,253,79,90,123,82
667,331,351,258,108,94,98,91
658,354,337,296,72,90,113,77
631,350,383,289,70,68,129,79
637,336,380,279,64,101,129,73
641,357,337,294,84,65,138,83
622,367,325,288,81,99,129,87
628,351,380,278,70,100,125,67
668,314,346,265,109,64,128,104
616,357,342,307,89,79,116,92
620,347,349,284,93,87,126,92
600,364,362,294,103,76,121,79
663,365,308,277,88,52,121,123
653,334,348,305,76,84,117,81
667,331,358,298,78,70,126,70
705,337,356,253,84,83,102,79
696,357,357,258,76,67,125,61
658,327,350,286,86,70,153,69
606,336,381,310,88,71,127,79
662,319,342,308,118,66,118,64
646,344,364,264,101,80,122,78
610,378,379,284,89,79,85,94
611,328,371,314,100,78,95,100
616,376,313,305,99,89,125,75
619,352,371,286,81,76,120,92
618,323,329,324,105,91,94,113
646,343,392,259,84,73,135,67
672,381,326,257,78,71,127,87
637,347,353,288,82,88,116,87
637,352,314,290,95,94,132,84
691,322,316,273,75,81,135,106
642,353,342,262,97,84,137,80
638,364,375,246,90,82,101,103
661,335,356,276,99,48,123,99
724,316,312,257,71,76,143,99
610,363,385,301,80,77,109,74
637,372,351,292,76,86,104,81
648,347,377,280,94,72,112,68
640,359,329,276,81,90,131,91
668,350,338,267,79,73,145,79
678,310,380,229,90,98,128,85
677,331,364,296,56,86,111,77
673,355,335,291,71,73,123,76
636,376,356,285,81,67,119,79
622,338,375,305,88,95,90,85
603,387,346,298,84,73,114,93
694,345,305,294,88,71,118,84
652,349,368,279,58,85,114,92
662,341,300,309,71,123,109,82
681,317,358,296,76,59,129,82
651,358,317,275,108,91,114,84
661,331,355,300,78,81,119,73
681,372,376,229,71,72,115,81
666,309,366,288,74,72,135,88
627,333,392,288,103,55,115,84
678,355,352,266,90,70,126,62
613,354,368,292,91,93,105,82
602,355,351,292,105,77,136,80
658,330,366,270,94,58,137,86
616,364,326,301,84,89,136,82
614,365,349,293,90,69,138,80
634,338,383,301,74,72,110,88
598,341,394,308,76,88,112,81
639,332,352,307,81,63,138,85
682,316,346,274,100,77,112,91
670,348,369,283,69,72,91,97
662,321,334,268,107,98,113,94
699,336,327,269,74,79,120,96
701,339,343,244,106,64,111,90
602,414,305,296,96,74,112,99
608,347,381,295,88,85,137,57
651,329,367,283,96,83,129,60
628,373,327,291,79,75,128,97
674,344,348,279,72,70,134,78
598,359,410,261,106,80,104,79
686,325,326,319,66,91,119,67
629,364,353,279,83,78,143,68
625,381,332,286,93,83,120,79
651,349,390,265,111,78,99,54
641,348,367,247,100,67,142,87
640,334,331,316,93,82,116,86
654,334,362,275,87,94,128,64
634,352,340,284,83,79,132,93
684,350,360,258,92,74,115,65
638,367,365,264,81,81,107,95
645,335,376,274,99,76,103,89
642,352,387,283,76,76,102,80
620,371,348,279,97,88,103,91
631,300,356,314,73,97,127,99
678,314,339,310,75,82,111,90
645,337,327,299,114,103,116,57
635,349,364,251,83,77,142,97
650,389,302,294,74,80,136,72
638,351,351,271,88,90,130,79
669,357,326,258,89,90,140,69
673,371,280,288,78,91,121,96
602,337,374,285,97,56,142,104
651,318,347,304,97,74,125,83
636,379,382,259,61,85,124,73
702,339,367,261,75,72,90,91
601,400,413,248,80,58,127,70
670,343,328,253,99,86,130,89
592,379,368,286,98,67,132,76
673,362,346,289,73,95,111,50
621,356,328,301,83,97,121,92
629,407,334,276,63,84,116,88
669,326,378,267,84,77,125,73
660,354,340,260,93,80,134,76
609,357,374,281,101,74,104,97
665,361,353,302,59,45,110,102
601,336,386,292,95,88,109,91
672,348,375,260,100,60,126,58
695,326,332,271,100,80,103,92
619,358,327,319,93,67,124,91
631,354,313,324,70,87,128,90
668,319,385,255,68,87,125,90
625,353,364,305,104,58,105,84
620,341,371,277,86,83,132,89
662,385,323,283,95,71,106,73
665,342,371,285,95,81,98,61
669,329,372,294,62,74,104,94
689,337,315,282,76,92,101,106
609,370,355,267,85,83,145,85
629,400,353,287,80,46,114,89
649,349,317,340,64,76,134,69
649,324,398,299,84,61,110,73
650,354,372,270,101,80,110,60
688,313,370,262,98,79,121,66
713,315,320,294,85,75,130,65
594,352,367,259,107,79,157,83
702,334,334,254,98,51,143,81
637,338,376,266,90,87,121,83
602,342,365,275,104,61,135,114
659,312,343,257,93,86,148,100
636,336,356,309,96,77,122,66
656,335,341,310,90,44,121,101
643,386,360,274,85,67,106,78
626,348,350,283,88,68,154,81
610,450,302,280,73,74,101,109
698,344,309,309,106,87,91,53
638,336,396,229,83,73,151,92
652,377,373,259,64,90,112,71
620,341,388,269,89,78,119,94
651,311,355,326,98,75,139,43
615,394,328,271,89,83,125,92
663,338,351,309,86,65,121,65
622,358,355,261,104,101,116,81
622,362,356,278,86,93,118,84
645,368,338,266,99,69,124,89
615,342,359,310,87,92,118,75
598,331,409,305,72,74,128,80
706,342,351,262,94,60,107,75
617,335,349,287,97,73,131,109
579,414,347,285,80,93,97,103
628,353,374,279,77,83,128,75
622,355,348,307,103,74,112,77
617,393,323,257,98,101,118,89
657,386,340,250,54,103,121,87
640,349,360,312,64,83,114,75
633,373,368,272,83,73,125,72
588,396,349,291,67,93,143,71
669,338,312,302,85,64,121,108
681,349,329,295,77,56,119,92
639,332,337,303,88,73,134,93
705,311,353,285,92,68,109,74
659,345,342,265,97,78,127,85
635,384,337,295,75,67,122,83
620,305,382,291,98,70,145,89
677,360,285,331,86,63,122,75
611,410,346,287,64,61,123,96
606,387,343,258,110,109,105,81
664,317,364,279,107,68,109,89
733,317,306,275,78,86,117,87
670,343,361,285,89,68,102,81
646,342,340,270,78,81,148,92
647,365,333,298,78,72,117,87
651,349,398,262,67,67,115,88
664,351,353,302,78,76,115,59
664,363,349,266,105,77,98,76
681,355,319,288,99,53,128,74
680,350,320,245,99,71,124,109
662,348,349,266,78,76,130,89
611,344,382,291,93,102,98,77
687,314,358,273,77,66,142,82
659,340,337,254,75,93,150,90
586,366,369,333,75,85,107,78
566,341,369,328,88,84,127,95
661,331,323,330,47,77,132,97
612,351,345,303,74,101,127,86
643,329,334,321,86,78,128,79
634,338,382,269,93,57,133,91
695,352,344,224,102,56,134,91
657,361,318,290,103,50,146,73
671,363,334,301,87,61,99,82
639,331,393,260,94,69,115,97
659,366,330,240,97,91,131,82
633,347,361,296,88,73,124,75
607,348,355,323,79,94,130,63
670,401,341,257,74,66,114,77
620,345,359,314,108,76,114,63
689,346,341,266,84,67,123,82
615,371,352,283,104,81,125,68
601,323,407,323,71,58,134,81
634,349,365,290,87,83,109,81
639,363,387,282,98,60,83,86
613,367,370,282,51,104,142,69
622,358,358,302,101,63,124,72
677,386,321,267,81,81,116,70
667,354,342,277,93,67,112,85
629,360,354,286,115,55,102,97
698,340,318,262,82,95,118,85
613,366,379,289,103,71,101,75
624,359,368,283,100,89,108,66
603,353,354,281,106,81,134,87
660,333,375,308,73,58,124,67
695,361,357,277,77,69,98,63
566,349,380,314,84,100,119,87
602,371,348,283,98,89,128,79
601,376,375,292,71,82,124,77
623,376,384,260,76,69,134,76
625,357,348,258,114,84,128,84
633,323,358,270,85,92,152,84
647,367,380,264,61,94,116,68
639,347,377,296,80,72,102,85
653,335,337,270,111,80,121,90
622,335,356,313,82,91,105,94
651,346,347,260,72,91,139,92
630,394,345,264,97,85,123,60
637,317,385,307,81,79,118,74
660,353,319,325,79,98,94,70
659,379,331,270,91,77,125,67
662,366,322,274,75,72,133,93
606,389,353,284,63,110,122,71
621,299,339,302,108,80,161,87
642,363,355,279,72,103,123,60
658,358,350,281,75,54,133,89
655,368,330,272,67,89,132,86
657,359,353,277,86,80,100,85
624,364,333,282,91,92,129,83
685,342,345,255,87,81,117,86
665,327,336,318,74,80,108,90
638,373,349,275,86,62,131,85
689,304,334,281,90,96,119,86
672,314,382,247,94,77,125,86
619,316,366,285,55,123,134,101
626,335,354,289,86,85,139,83
648,369,345,277,79,67,111,102
