CDU/CSU,SPD,AfD,B90,FDP,LINKE,Sonstige,BSW
325,141,180,155,50,37,71,42
347,125,178,140,45,42,68,55
327,143,193,140,51,41,63,41
314,155,178,146,44,43,70,49
318,136,204,160,42,38,62,41
331,139,178,159,42,37,69,46
321,132,175,160,46,42,72,52
324,132,195,154,46,40,66,42
327,146,179,160,40,36,64,50
308,156,179,149,54,46,69,39
319,137,191,154,48,37,73,41
333,149,175,134,53,40,67,50
316,151,191,146,53,38,64,43
335,153,188,133,41,37,64,49
327,130,172,163,51,46,70,41
311,143,184,158,40,40,71,52
336,140,201,130,50,41,60,43
316,151,196,147,46,45,61,39
347,139,166,146,47,45,68,43
318,153,196,143,44,37,54,54
322,144,188,152,53,37,55,49
332,136,189,148,54,37,56,49
333,139,178,146,46,42,72,42
331,141,186,148,47,39,70,39
320,140,190,155,47,30,66,52
315,145,191,150,57,37,62,44
321,137,186,165,40,44,67,41
312,149,181,155,39,41,69,54
304,153,183,143,59,36,67,55
343,138,191,138,38,42,62,49
299,145,177,158,66,38,61,57
325,137,187,145,40,39,68,59
332,144,189,153,34,44,60,44
328,144,179,157,50,44,60,40
346,134,184,151,38,34,69,44
319,142,198,141,47,43,60,50
328,144,188,151,39,38,68,43
316,154,182,158,42,34,67,47
327,137,196,146,41,33,68,52
308,156,184,146,55,39,66,46
313,139,187,162,44,40,65,50
336,134,192,155,39,38,58,49
326,138,185,135,61,40,66,48
325,139,183,145,53,39,72,43
335,135,178,155,45,40,72,40
307,135,197,157,51,42,63,47
326,148,189,136,53,40,61,46
320,154,180,142,49,51,55,49
323,148,195,128,62,39,64,42
331,149,186,148,38,34,59,55
343,145,178,137,42,34,70,50
327,144,197,152,41,36,62,41
319,149,187,154,38,41,70,43
330,140,184,145,53,40,60,47
328,157,185,157,41,36,58,37
326,153,168,153,49,36,69,46
338,120,189,147,49,42,65,49
335,145,187,137,47,41,63,45
330,138,195,147,52,38,62,39
317,145,192,153,40,42,62,51
318,150,190,133,45,40,66,57
325,144,188,137,57,42,64,44
320,145,197,143,42,42,68,42
314,137,188,152,55,41,63,51
325,136,182,153,47,39,72,47
340,129,198,141,44,39,65,45
328,145,169,159,42,44,59,55
322,139,187,158,52,35,61,46
339,133,183,141,51,47,66,40
330,133,198,150,40,36,67,46
324,162,168,145,43,40,69,49
317,166,165,139,50,41,65,57
338,136,178,154,47,42,58,48
332,141,182,139,47,35,72,51
350,132,183,148,30,44,69,44
331,145,193,152,39,39,59,43
307,147,193,166,40,38,59,50
320,141,195,149,38,40,64,53
314,154,188,136,52,46,62,48
312,146,192,152,34,41,66,57
340,131,190,148,39,37,66,49
319,142,198,152,40,34,64,51
319,135,189,160,53,37,70,38
303,163,176,153,49,45,63,49
326,132,192,161,45,34,71,38
310,154,185,152,48,38,69,43
331,135,188,154,55,39,68,31
338,131,178,165,40,36,64,49
319,145,191,144,50,43,72,37
317,141,180,158,52,42,68,43
327,135,197,147,42,37,59,55
320,128,190,152,53,41,67,49
336,145,184,153,44,38,65,36
321,151,196,149,39,34,60,49
328,140,187,142,55,40,65,43
312,140,191,156,45,40,66,50
326,148,183,162,43,34,66,39
315,142,198,163,43,39,65,35
330,148,190,126,54,36,70,45
330,137,171,157,45,47,63,50
324,140,183,144,52,48,62,46
323,139,195,147,47,43,62,44
335,136,195,148,44,37,64,42
313,158,190,141,49,37,50,63
307,150,181,165,50,36,74,38
326,147,186,151,46,41,62,42
322,148,195,149,39,35,66,46
325,144,184,147,41,44,70,45
342,145,180,147,38,37,66,45
332,151,184,149,41,36,66,41
329,145,199,148,34,43,58,45
313,149,199,154,33,43,69,40
339,136,178,139,56,43,58,50
334,144,185,144,51,49,61,32
323,156,167,145,46,41,69,53
297,161,190,143,51,48,62,48
332,137,177,155,53,38,65,43
338,124,196,159,39,41,61,42
325,142,189,137,61,34,67,44
326,156,170,147,47,44,66,45
311,149,202,144,47,42,61,45
316,138,190,163,43,39,69,42
331,155,179,138,42,34,59,61
335,132,183,154,48,38,71,40
319,148,183,151,57,39,66,38
320,139,202,149,42,42,65,41
311,159,177,146,52,46,66,43
334,133,190,150,49,46,69,29
325,148,205,125,49,39,66,43
316,150,201,146,46,39,57,44
326,146,210,143,35,35,67,38
322,139,192,139,56,42,58,51
342,136,194,142,32,38,70,47
318,143,174,153,53,38,65,57
315,138,197,157,31,36,61,64
307,142,199,153,50,42,60,48
330,137,191,145,38,40,64,55
326,148,170,153,40,39,67,58
322,141,201,134,56,37,67,42
326,135,188,157,52,39,67,35
307,152,201,154,42,34,64,45
311,142,193,160,46,34,58,55
330,135,187,159,48,40,63,38
317,151,199,146,59,37,54,37
304,143,197,154,52,44,62,45
314,145,160,162,53,41,78,47
345,130,188,146,34,44,68,44
316,137,198,154,43,39,64,49
327,148,187,149,48,44,67,31
329,134,178,158,56,37,70,39
321,148,196,148,52,35,63,38
322,142,194,141,45,42,69,45
327,132,189,153,51,44,57,48
311,133,182,157,60,37,73,47
333,147,176,148,40,41,64,51
316,131,168,162,51,47,70,55
325,154,179,148,49,41,69,35
328,132,191,158,45,38,58,50
324,134,184,152,53,43,68,42
312,150,184,138,56,49,61,50
320,147,189,154,47,41,68,34
317,140,189,164,43,44,61,43
307,147,185,154,57,39,72,39
330,145,170,153,47,39,70,46
319,139,206,142,42,36,72,45
336,149,176,144,45,42,63,45
327,151,180,155,46,35,65,41
336,127,185,156,50,46,60,41
331,138,180,156,38,42,71,44
331,144,178,153,51,39,63,42
322,151,190,150,36,38,65,47
319,146,179,151,42,40,71,51
348,140,193,126,43,34,71,45
335,143,177,130,53,41,70,50
316,150,183,160,47,33,69,42
317,146,198,155,49,44,60,31
330,137,176,150,50,41,69,47
326,142,187,161,39,34,64,47
341,149,179,148,45,41,58,39
342,130,183,151,40,37,68,48
343,131,176,151,40,43,73,43
348,140,189,144,42,37,62,39
322,154,192,143,52,38,68,31
319,148,201,143,41,39,62,47
330,122,199,164,44,34,71,36
311,150,189,159,42,38,63,49
315,145,195,165,36,43,56,45
309,162,198,140,46,40,64,41
333,152,189,137,45,37,56,52
319,149,188,151,45,36,70,42
327,144,196,150,37,37,57,49
334,138,184,152,50,43,58,42
313,151,185,147,46,41,67,49
332,142,183,139,50,40,63,51
339,139,174,152,49,37,66,45
330,127,174,167,46,40,73,44
348,130,183,140,56,43,55,46
327,142,176,154,47,38,72,43
336,130,198,135,40,40,62,60
330,140,189,149,45,39,63,46
321,144,188,159,45,41,58,44
322,135,179,164,55,36,64,45
317,150,189,149,33,42,71,49
314,140,181,152,51,41,66,54
322,142,194,138,45,43,67,48
321,127,188,152,47,41,72,51
338,137,179,146,38,43,72,47
332,133,180,139,61,41,72,41
321,144,177,149,55,39,74,41
323,136,172,154,47,41,72,55
333,139,181,158,40,33,62,54
323,147,185,157,42,40,67,40
329,136,181,146,53,38,63,54
343,127,180,160,37,37,64,52
328,130,187,148,52,49,66,39
307,153,175,162,41,40,77,45
341,136,182,161,37,37,64,42
337,134,188,145,50,41,65,40
324,138,174,163,37,38,71,54
339,139,165,151,45,41,72,48
323,152,188,150,45,39,56,46
336,116,183,163,54,40,67,42
337,140,191,149,42,40,55,45
332,147,179,138,49,38,70,47
321,151,187,142,59,32,65,43
349,120,196,148,45,38,61,44
308,144,181,157,67,44,64,36
324,140,205,155,37,40,57,42
321,137,196,158,52,33,60,44
339,129,197,142,43,43,65,42
315,149,192,151,44,40,76,33
346,146,190,132,36,32,69,49
323,151,185,147,57,37,58,43
333,151,180,142,49,43,65,38
329,149,185,145,53,39,69,31
324,142,176,150,44,44,74,45
346,138,181,148,37,40,76,34
328,141,189,162,34,37,59,50
307,147,172,159,50,44,61,60
341,142,167,147,44,38,69,52
327,142,187,141,47,42,67,48
324,133,181,151,55,43,71,42
339,129,185,160,46,39,61,40
327,143,189,142,44,31,67,58
322,148,190,156,38,37,67,41
318,152,175,154,53,41,66,41
329,149,174,153,45,37,67,45
339,133,194,143,42,43,61,45
306,143,177,171,51,37,70,45
345,135,180,170,47,33,63,28
308,153,175,167,46,42,65,44
318,139,180,158,52,45,72,36
339,129,197,151,48,32,65,39
319,142,191,153,48,43,64,40
321,151,184,154,40,38,57,55
318,142,185,162,53,38,72,31
321,139,181,159,43,44,61,52
338,138,198,143,44,35,65,40
321,148,185,158,38,36,69,46
325,143,183,152,40,43,66,50
327,135,200,157,43,32,60,46
323,143,191,150,44,41,67,41
338,129,185,150,42,43,64,50
329,141,184,140,51,47,57,50
343,138,177,145,53,48,62,35
329,143,191,147,55,31,55,49
328,138,188,167,31,46,59,44
319,144,199,148,50,38,61,41
319,144,191,153,52,45,65,31
321,136,192,144,52,45,64,45
342,146,189,150,30,43,64,35
328,151,169,155,41,47,67,42
335,146,177,148,39,42,61,52
335,138,177,144,49,35,74,48
335,141,185,145,37,46,66,44
322,142,194,149,44,36,64,48
339,141,180,155,42,42,72,29
333,137,182,148,40,41,69,49
311,153,186,147,47,45,63,46
321,151,194,145,49,40,61,39
330,148,167,152,46,38,76,43
328,144,188,142,52,42,60,44
336,142,193,146,40,41,63,41
315,151,189,140,51,45,63,47
339,138,177,141,57,39,68,40
335,129,197,155,41,38,61,45
328,143,187,159,36,39,62,46
330,142,182,159,41,36,65,45
327,139,186,153,49,37,71,39
337,146,175,147,42,40,61,51
331,131,199,146,53,37,49,53
337,118,193,157,60,40,64,31
337,126,187,156,52,35,68,38
330,147,191,139,48,33,61,52
319,159,178,145,44,43,67,45
321,138,179,149,59,43,65,45
329,140,181,166,38,45,63,38
324,134,173,148,57,42,71,51
324,148,166,150,58,40,67,47
323,149,185,163,36,47,59,38
321,144,190,162,43,40,63,37
313,136,194,142,62,39,63,51
325,148,181,150,41,43,59,52
323,138,190,150,43,46,65,45
321,139,188,172,38,37,69,36
321,144,188,154,50,39,68,36
322,139,193,138,54,43,64,48
315,147,188,143,50,43,64,50
343,140,189,142,45,34,62,45
338,134,177,149,51,41,61,49
330,139,178,142,57,42,68,45
322,148,181,143,56,47,70,34
310,151,183,160,47,42,62,46
305,153,201,144,49,39,70,38
323,138,183,141,55,39,71,49
320,140,187,159,48,39,68,40
339,135,178,156,48,40,71,33
325,145,191,152,46,37,62,43
314,151,190,149,39,44,65,49
331,148,171,149,46,40,58,57
326,140,183,165,39,38,61,48
342,143,190,153,43,37,62,31
350,129,184,145,39,37,66,49
330,150,190,147,37,40,63,42
337,121,205,151,47,36,64,38
342,129,183,138,52,42,65,49
337,137,180,147,43,39,63,54
314,149,188,166,38,40,66,39
331,146,180,156,48,43,67,32
325,141,184,152,48,37,64,49
319,142,195,134,51,40,63,56
342,125,192,153,43,40,68,37
322,140,186,170,39,31,65,46
314,147,187,149,49,39,64,53
316,147,191,144,47,40,61,54
334,140,182,146,51,35,69,42
306,153,189,160,42,40,69,40
295,160,183,160,38,38,65,61
333,138,192,150,49,28,60,50
308,146,190,155,38,38,77,49
313,137,184,150,59,35,72,50
312,146,186,157,49,40,59,51
320,151,187,155,49,34,63,40
333,137,190,149,44,45,62,42
316,149,185,146,44,47,66,48
326,140,178,134,50,46,72,54
325,137,186,159,41,37,74,40
308,162,185,150,48,45,63,39
318,132,196,156,50,35,65,48
329,143,184,147,44,35,68,49
331,150,188,138,41,43,60,49
314,156,174,178,37,37,61,43
341,132,185,141,42,42,58,59
306,155,182,149,50,39,65,54
340,135,186,146,36,41,72,45
332,137,185,150,44,38,70,44
331,142,171,132,55,44,70,55
323,138,190,142,49,44,61,52
327,130,176,166,52,38,68,42
325,150,178,154,33,45,67,50
329,135,189,146,53,41,61,46
317,146,179,154,51,39,68,46
316,148,203,142,34,41,68,47
343,137,191,139,39,39,55,57
325,143,183,152,54,40,63,41
334,137,185,149,50,40,64,42
326,140,187,142,55,34,63,52
321,142,199,146,47,37,65,43
322,142,189,155,45,34,67,46
328,156,179,156,38,43,70,30
323,149,171,152,47,45,63,51
332,147,175,148,44,35,68,51
324,138,184,155,46,41,64,47
319,145,193,149,41,39,59,56
330,152,194,141,40,39,59,44
326,150,205,149,40,33,58,40
336,137,176,158,49,43,66,35
341,141,164,153,52,40,63,46
313,147,187,144,44,42,70,52
302,144,195,152,59,38,59,52
334,145,177,154,40,44,68,38
334,136,189,150,51,35,62,44
346,135,178,154,52,44,63,30
317,145,178,159,50,48,62,42
320,145,178,161,44,36,65,51
335,146,179,142,49,37,65,47
320,146,187,150,50,35,62,50
309,144,185,170,47,36,64,44
323,150,185,146,45,34,66,51
330,132,186,150,53,35,72,41
329,124,189,166,40,40,66,47
309,145,192,160,34,44,73,43
313,151,175,170,39,38,62,52
312,154,180,136,62,37,75,44
337,142,176,149,48,38,70,42
336,138,170,148,48,45,70,46
332,140,199,145,45,35,62,41
305,156,206,144,46,35,53,55
292,147,202,162,54,34,65,44
319,159,180,149,40,41,71,39
332,137,189,156,44,40,69,34
327,138,202,155,38,36,63,41
321,138,211,136,45,38,65,47
340,142,184,142,50,41,63,39
342,139,175,150,38,42,68,45
352,126,183,145,46,42,59,48
320,149,191,152,44,42,60,42
336,149,177,134,48,42,64,51
326,138,188,141,57,43,69,38
354,134,182,134,52,37,68,40
335,143,185,144,47,39,60,47
309,153,175,150,56,40,73,43
327,142,182,139,55,40,68,46
319,139,188,151,54,45,67,38
333,134,197,147,37,42,60,50
325,152,172,150,49,38,66,48
335,147,182,157,37,34,60,47
326,150,170,157,47,40,72,38
313,145,167,175,46,45,64,45
309,135,173,177,45,46,72,43
320,130,193,165,54,38,61,40
349,136,172,142,41,34,69,57
322,140,176,145,63,40,70,44
312,144,189,146,50,40,72,46
334,139,185,158,47,36,60,42
318,144,187,151,48,42,65,44
341,133,183,152,40,36,64,51
317,142,183,160,42,39,69,48
333,146,196,148,35,35,70,37
318,162,179,144,53,42,66,36
308,149,187,146,43,37,80,51
353,125,177,141,56,40,66,42
321,138,183,154,38,40,64,62
322,148,185,146,44,42,66,46
314,140,186,160,45,36,69,49
323,155,189,147,36,42,68,39
332,141,189,144,35,42,72,45
334,135,182,148,54,37,62,49
328,132,195,152,50,41,58,44
318,142,190,159,46,38,67,41
318,150,203,145,37,35,66,45
327,131,189,157,35,45,66,51
313,139,182,148,58,46,69,46
308,135,193,164,49,46,63,42
337,143,166,145,52,41,63,53
324,139,186,147,49,45,64,46
321,135,193,153,41,43,62,52
314,153,190,151,38,43,64,47
324,150,174,161,45,46,67,33
357,134,182,134,48,42,63,40
326,144,195,141,45,39,61,50
330,133,183,160,46,41,59,49
342,120,169,150,56,43,63,57
331,119,202,159,43,43,63,39
330,125,196,152,44,41,58,53
320,147,179,148,51,42,66,48
325,149,185,135,48,40,70,48
318,147,197,153,44,37,68,36
311,163,173,160,46,37,62,48
327,143,195,143,49,44,58,41
328,147,200,139,39,41,63,44
344,137,184,143,44,38,64,45
329,137,175,143,58,45,70,43
317,145,191,146,45,42,61,54
335,141,189,150,46,36,63,40
318,144,184,146,50,36,73,50
309,136,186,173,47,38,64,47
311,151,181,158,47,44,55,54
340,122,194,158,53,37,54,42
322,153,173,148,47,43,68,46
334,146,171,153,47,40,72,37
333,132,184,162,36,44,65,44
329,153,179,152,47,37,62,41
297,153,203,154,48,33,61,51
320,152,187,153,43,36,69,41
318,146,201,142,53,39,61,40
316,130,186,162,54,45,62,45
331,141,189,150,45,36,65,43
318,142,193,148,55,35,69,41
320,161,176,150,39,39,67,49
311,153,175,156,46,41,66,53
322,150,192,159,45,43,59,29
325,142,179,149,45,43,71,46
328,139,181,155,38,39,70,49
322,141,191,159,39,36,61,51
327,133,194,140,50,36,77,44
312,142,196,145,46,39,69,51
318,141,196,149,44,41,61,50
334,139,170,148,56,41,71,41
339,131,176,146,51,43,60,53
316,128,201,160,45,40,68,42
345,139,179,138,54,42,65,38
337,144,171,155,43,36,69,45
321,130,187,158,50,43,69,41
327,134,184,152,52,37,67,46
324,151,198,133,52,40,56,47
325,147,171,168,47,43,66,33
332,145,192,142,33,35,69,52
326,133,181,174,44,37,68,38
310,144,201,147,49,39,62,48
329,141,185,164,39,43,65,34
340,130,176,154,58,42,65,34
336,137,171,160,45,42,64,45
315,139,182,153,52,43,62,54
319,148,194,151,44,37,64,44
305,154,182,164,49,40,62,45
322,147,194,160,38,35,61,42
332,135,185,137,50,38,67,57
312,152,182,151,43,40,62,57
313,161,172,154,49,44,67,41
332,140,190,138,50,41,59,49
337,144,184,141,46,49,67,33
314,145,183,151,52,38,64,54
331,152,178,148,47,38,62,42
333,139,193,154,44,32,59,45
335,139,198,151,42,38,65,33
324,143,174,147,56,43,64,48
306,135,205,162,54,36,63,38
320,138,192,149,44,45,76,36
331,129,185,157,49,33,73,43
330,142,175,149,41,42,68,53
337,138,177,165,38,37,60,47
334,148,179,144,47,41,68,39
329,136,193,150,42,39,61,49
327,131,191,145,47,45,63,51
324,159,177,150,40,37,65,49
345,131,195,155,36,34,58,46
333,133,185,149,52,36,66,46
324,157,185,138,44,35,65,53
327,154,172,143,47,39,72,45
334,136,177,156,50,42,71,34
320,156,189,141,50,37,62,45
339,120,196,145,50,40,64,45
344,129,200,139,51,41,65,32
319,136,185,163,49,34,65,49
310,146,184,148,51,33,75,53
338,134,172,148,59,44,71,34
320,146,195,153,42,41,59,44
323,144,194,149,47,44,60,40
327,142,183,157,32,42,68,48
337,125,184,152,53,41,66,42
331,137,174,140,59,43,73,43
335,149,182,133,50,41,69,41
329,141,182,146,43,38,61,61
314,141,184,150,53,43,67,48
330,129,183,155,41,45,68,48
333,130,197,148,39,40,72,42
314,145,185,148,52,39,68,49
326,140,181,153,49,43,66,43
326,146,177,152,53,41,67,39
341,131,183,143,46,41,61,54
332,153,184,138,44,42,64,44
339,132,186,139,54,45,59,46
306,155,201,157,34,38,59,51
324,147,187,138,52,34,70,46
328,131,188,155,49,38,66,45
308,152,185,155,37,40,64,59
